id,cod_unico,bip,dv,nombre_iniciativa,vigencia,etapa,tipologia,origen,unidad_tecnica,provincia,comuna,estado_actual,rate_actual,anio,anio_presupuestario
4dc35070-3ab2-471a-9fbe-70a9c974dd25,40045424-2022,40045424,0,TRANSFERENCIA TECNOLÓGICA EN LA PRODUCCIÓN DE HORTALIZAS BAJO TECHO,VIGENTE,EJECUCIÓN,GLOSAS COMUNES,MUNICIPIO,MUNICIP. CHILLÁN,DIGUILLÍN,CHILLÁN,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
efb33754-3132-483e-ae5d-178389f406c6,40045437-2022,40045437,0,"PROGRAMA DE CAPACITACIÓN PARA LA INNOVACIÓN DE LA GESTIÓN CLÍNICA Y LA SATISFACCIÓN USUARIA EN EL HOSPITAL REGIONAL DE ÑUBLE, CON ENFOQUE DE RED ( PRIMERA VERSIÓN)",VIGENTE,EJECUCIÓN,GLOSAS COMUNES,SECTORIAL / OTRO,GORE-DIPIR,REGIONAL,REGIONAL,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
9e1492ff-b411-4013-80ca-1bab1d4c7601,40045447-2022,40045447,0,"MEJORAMIENTO CANCHA DE FÚTBOL TALQUIPÉN, COMUNA DE COIHUECO",VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,MUNICIP. COIHUECO,PUNILLA,COIHUECO,ADMISIBLE,ADMISIBLE,2022,2022
7079bd55-b423-457d-ae3f-3ed70c91b1dc,40045447-2023,40045447,0,"MEJORAMIENTO CANCHA DE FUTBOL TALQUIPEN, COMUNA DE COIHUECO",VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,MUNICIP. COIHUECO,PUNILLA,COIHUECO,APROBADO TÉCNICAMENTE,RS,2023,2023
6a75c251-7107-40cd-a8f4-611b4d205699,40045497-2022,40045497,0,ADQUISICIÓN CENTRAL DE MONITOREO H SAN CARLOS Y VENTILADORES MECÁNICOS SAMU,VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,S.SALUD ÑUBLE,PUNILLA,SAN CARLOS,INADMISIBLE,INADMISIBLE,2022,2022
2cedb575-1d15-41a8-bc8e-dafd0f939394,40045516-2022,40045516,0,CONSTRUCCIÓN ILUMINACIÓN SUSTENTABLE EN CAMINO RURAL CASA BLANCA,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. QUIRIHUE,ITATA,QUIRIHUE,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
47da1c12-1f58-448e-9d75-f2666517f436,40045518-2022,40045518,0,REPOSICIÓN REFUGIOS PEATONALES E ILUMINACIÓN SUSTENTABLE SECTOR RISCO DEL LEÓN,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. QUIRIHUE,ITATA,QUIRIHUE,REVISANDO PREINVERSIÓN,FI,2022,2022
cff7f688-5d6e-4a4f-9173-456e86570c9b,40045524-2022,40045524,0,PROGRAMA DE RECUPERACIÓN DE LA ASISTENCIA ESCOLAR EN EL VALLE DEL ITATA,VIGENTE,EJECUCIÓN,GLOSAS COMUNES,MUNICIPIO,ASOCIACIÓN ITATA,ITATA,ITATA,APROBADO TÉCNICAMENTE,RS,2022,2022
9ff7586a-0196-4998-a3f7-243ff136dfec,40045524-2023,40045524,0,TRANSFERENCIA PROGRAMA DE RECUPERACIÓN ASISTENCIA ESCOLAR EN EL VALLE DEL ITATA,VIGENTE,EJECUCIÓN,TRANSFERENCIAS,SECTORIAL / OTRO,ASOCIACIÓN ITATA,ITATA,ITATA,APROBADO TÉCNICAMENTE,RS,2023,2023
d630f926-f50b-41a3-991e-539c0b7e15be,40045553-2023,40045553,0,"REPOSICIÓN SEDE SOCIAL EL PORVENIR, COMUNA DE QUIRIHUE",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. QUIRIHUE,ITATA,QUIRIHUE,APROBADO TÉCNICAMENTE,RS,2022,2023
67aac0d2-6e24-4e46-a601-c26c39ddb143,40045554-2023,40045554,0,"CONSTRUCCION SOLUCIONES SANITARIAS, VILLA PADRE HURTADO, COMUNA DE PINTO",VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,MUNICIP. PINTO,DIGUILLÍN,PINTO,REVISANDO MDS,FI,2023,2023
c025a080-5659-4a7f-beed-71e725b76fcf,40045607-2022,40045607,0,"MEJORAMIENTO ENTORNO ESPACIO PUBLICO VERTIENTE SANTA ELVIRA, CHILLÁN",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. CHILLÁN,DIGUILLÍN,CHILLÁN,REVISANDO PREINVERSIÓN,SIN RATE,2022,2022
8bb9f9de-fe1c-4de1-88ba-6127ec43e11d,40045695-2022,40045695,0,"ADQUISICION CAMIÓN RECOLECTOR DE RESIDUOS SOLIDOS DOMICILIARIOS,",VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,MUNICIP. TREHUACO,ITATA,TREGUACO,APROBADO TÉCNICAMENTE,RS,2022,2022
d5162b70-434e-475c-99ff-5b797c226aba,40045701-2022,40045701,0,"TRANSFERENCIA PARA EL MEJORAMIENTO DE LA CALIDAD EN LA EDUCACIÓN ESCOLAR RURAL, COMUNAS INTEGRANTES ASOCIACIÓN PUNILLA, PROVINCIA DE PUNILLA, REGIÓN DE ÑUBLE",VIGENTE,EJECUCIÓN,TRANSFERENCIAS,MUNICIPIO,ASOCIACIÓN PUNILLA,PUNILLA,PUNILLA,APROBADO CORE,RS,2022,2022
130c51e0-29d0-49de-a86c-38f603aba650,40045701-2023,40045701,0,"TRANSFERENCIA PARA EL MEJORAMIENTO DE LA CALIDAD EN LA EDUCACION ESCOLAR RURAL, COMUNAS INTEG",VIGENTE,EJECUCIÓN,TRANSFERENCIAS,SECTORIAL / OTRO,ASOCIACIÓN PUNILLA,PUNILLA,PUNILLA,APROBADO TÉCNICAMENTE,RS,2023,2023
4b4e503b-9b6b-4e1f-a64e-fdd2023d98a6,40045762-2022,40045762,0,TRANSFERENCIA SUBVENCIÓN DE APOYO A LA RETENCIÓN ESCOLAR Y MEJORAMIENTO DE ASISTENCIA MEDIA EN,VIGENTE,EJECUCIÓN,TRANSFERENCIAS,MUNICIPIO,MUNICIP. EL CARMEN,DIGUILLÍN,EL CARMEN,INADMISIBLE,INADMISIBLE,2022,2022
ffb72a84-a666-4b4b-8456-8198794ca222,40045787-2022,40045787,0,"CONSTRUCCIÓN CANCHA PASTO SINTÉTICO Y CIERRE PERIMETRAL, SECTOR COYANCO, COMUNA DE NINHUE",VIGENTE,DISEÑO,MIDESO,MUNICIPIO,MUNICIP. NINHUE,ITATA,NINHUE,APROBADO TÉCNICAMENTE,RS,2022,2022
9ba8ca50-7e8f-41ce-8541-fb03a2963eaf,40045793-2023,40045793,0,"CONSTRUCCIÓN SALA DE ESTIMULACIÓN CENTRO DE EQUINOTERAPIA, COMUNA DE SAN IGNACIO",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN IGNACIO,DIGUILLÍN,SAN IGNACIO,APROBADO TÉCNICAMENTE,RS,2022,2023
da621e72-5696-4568-8ef8-c4dc74daf111,40045842-2022,40045842,0,TRANSFERENCIA MECANIZACION Y MODERNIZACION PRODUCTIVA PARA AGRICULTORES DE LA REGION DE ÑUBLE,VIGENTE,EJECUCIÓN,GLOSAS COMUNES,SECTORIAL / OTRO,INDAP,REGIONAL,REGIONAL,APROBADO TÉCNICAMENTE,RS,2022,2022
a429a366-5c7a-4613-a0ac-94af289239f8,40045879-2022,40045879,0,REPOSICION EQUIPO RAYOS OSTEOPULMONAR DIGITAL HOSPITAL QUIRIHUE,VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,S.SALUD ÑUBLE,ITATA,QUIRIHUE,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
8700462d-9fe5-4c4d-aa33-7d02125b99a6,40045883-2022,40045883,0,"MEJORAMIENTO BANDEJON COLON ENTRE CALLES VALDES LECARO Y ESTACION, COMUNA DE PEMUCO",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. PEMUCO,DIGUILLÍN,PEMUCO,REVISANDO PREINVERSIÓN,FI,2022,2022
a05582e0-ccfc-4301-898a-2356cec8dfc1,40045884-2022,40045884,0,"MEJORAMIENTO PLAZOLETA VILLA ESTEFANIA I, COMUNA DE PEMUCO",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. PEMUCO,DIGUILLÍN,PEMUCO,APROBADO TÉCNICAMENTE,RS,2022,2022
409e52c1-9a4d-4195-8407-57732f61889e,40045885-2022,40045885,0,"MEJORAMIENTO MULTICANCHA VILLA ESTEFANIA I, COMUNA DE PEMUCO",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. PEMUCO,DIGUILLÍN,PEMUCO,REVISANDO PREINVERSIÓN,FI,2022,2022
a4aa6ab4-1e45-4133-a9a5-430798cac2fa,40045901-2023,40045901,0,"MEJORAMIENTO EN MULTICANCHAS VILLAS, LAGOS DE CHILE Y PUESTADEL SOL, SAN CARLOS.",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN CARLOS,PUNILLA,SAN CARLOS,APROBADO TÉCNICAMENTE,RS,2022,2023
38aa9af6-71ce-4ce3-9726-c61e53404c5a,40045918-2023,40045918,0,REPOSICIÓN MOTOCICLETAS TODO TERRENO POLICIAL PARA LA XVI ZONA DE CARABINEROS ÑUBLE,VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,GORE-DIPIR,REGIONAL,REGIONAL,NO PRIORIZADO FINANCIAMIENTO,SIN RATE,2022,2023
95294884-44f7-4019-89d7-f10d04f16c67,40045945-2022,40045945,0,TRANSFERENCIA PROGRAMA MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA COMUNA DE BULNES,VIGENTE,EJECUCIÓN,TRANSFERENCIAS,MUNICIPIO,MUNICIP. BULNES,DIGUILLÍN,BULNES,APROBADO TÉCNICAMENTE,RS,2022,2022
bd2a33f7-5ff8-4770-addb-1c892c6dd225,40045973-2023,40045973,0,"ADQUISICION EQUIPAMIENTO DIDÁCTICO PARA ESTABLECIMIENTOS EDUCACIONALES MUNICIPALES, QUIRIHUE",VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,MUNICIP. CHILLÁN,ITATA,QUIRIHUE,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2023
9dd72eb1-42f0-4ee4-b6da-471a2332c279,40045974-2022,40045974,0,"AMPLIACION DE PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE PUEBLO SECO, COMUNA DE SAN IGNACIO",VIGENTE,DISEÑO,MIDESO,MUNICIPIO,MUNICIP. SAN IGNACIO,DIGUILLÍN,SAN IGNACIO,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
c4d6aef5-abba-4dbc-9fd6-ffb77b8a5117,40045982-2022,40045982,0,"CONSTRUCCIÓN DE POZOS PROFUNDOS SECTORES DE SAN JOSÉ Y RELOCA, COMUNA DE NINHUE",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. NINHUE,ITATA,NINHUE,APROBADO TÉCNICAMENTE,RS,2022,2022
d71b8e56-ca0e-4745-94fe-8da7c6066c08,40045983-2022,40045983,0,"CONSTRUCCIÓN DE POZOS PROFUNDOS SECTORES DE CEMENTERIO Y LA POSTA, COMUNA DE NINHUE",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. NINHUE,ITATA,NINHUE,APROBADO TÉCNICAMENTE,RS,2022,2022
6bfca759-3621-4e4c-9dac-61df45b08e9a,40045990-2023,40045990,0,"CONSTRUCCION MULTICANCHA ESCUELA AMANDA CHÁVEZ NAVARRETE, COMUNA DE QUILLÓN",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. QUILLÓN,DIGUILLÍN,QUILLÓN,APROBADO TÉCNICAMENTE,RS,2022,2023
474a6bef-e631-4542-b8a6-e33175a41ed3,40045992-2022,40045992,0,CONSTRUCCION INSTITUTO REHABILITACION INFANTIL TELETON ÑUBLE (NO VIGENTE),NO VIGENTE,EJECUCIÓN,MIDESO,SECTORIAL / OTRO,GORE-DIPLADE,REGIONAL,CHILLÁN,ADMISIBLE,ADMISIBLE,2022,2022
6cad967f-0565-4772-91d7-2d114a8ff1df,40046008-2022,40046008,0,PREVENCIÓN DEL AUSENTISMO ESCOLAR APRENDER A TIEMPO% - CADA DÍA SUMA,VIGENTE,EJECUCIÓN,TRANSFERENCIAS,MUNICIPIO,MUNICIP. YUNGAY,DIGUILLÍN,YUNGAY,INADMISIBLE,INADMISIBLE,2022,2022
2462e9b3-6e7d-4e62-b509-66fde8c6f749,40046028-2023,40046028,0,"CONSTRUCCION SEDE SOCIAL POBLACION EL ROBLE , SAN CARLOS",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN CARLOS,PUNILLA,SAN CARLOS,APROBADO TÉCNICAMENTE,RS,2022,2023
cb9605af-bf29-48ed-918b-aeb37de2ce64,40046078-2023,40046078,0,"INSTALACIÓN SEÑALÉTICA, COMUNA DE QUIRIHUE",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. QUIRIHUE,ITATA,QUIRIHUE,APROBADO TÉCNICAMENTE,RS,2022,2023
422d4bf4-5c08-42b6-a755-cf1b664c3974,40046084-2023,40046084,0,"CONSTRUCCION PUESTOS DE VENTA AGRÍCOLA, SECTOR NUEVA ALDEA",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. RÁNQUIL,ITATA,RÁNQUIL,APROBADO TÉCNICAMENTE,RS,2022,2023
c5a8651a-2499-47e3-9c4f-880fde6ceb01,40046141-2022,40046141,0,"AMPLIACION RED DE ALUMBRADO PÚBLICO, DISTINTOS SECTORES DE LA COMUNA",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. RÁNQUIL,ITATA,RÁNQUIL,APROBADO TÉCNICAMENTE,RS,2022,2022
4c691053-7d78-41cd-9c92-9f639d3357fe,40046144-2022,40046144,0,"MEJORAMIENTO MEJORAMIENTO Y AMPLIACIÓN CANCHA DE RAYUELA SECTOR SAN MIGUEL, COMUNA DE SAN IGN",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN IGNACIO,DIGUILLÍN,SAN IGNACIO,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
26987f42-013c-427b-97d1-4e6d6b614682,40046161-2023,40046161,0,HABILITACIÓN BAÑOS CONSTRUCCIÓN COMEDORES PROFESORES LICEO BICENTENARIO STA. CRUZ DE LARQUI,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. BULNES,DIGUILLÍN,BULNES,APROBADO TÉCNICAMENTE,RS,2022,2023
773c111b-b4a2-4db5-8b18-1e15823e44e0,40046199-2022,40046199,0,"CONSTRUCCION MULTICANCHA Y CAMARINES LICEO DE CAMPANARIO, COMUNA DE YUNGAY",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. YUNGAY,DIGUILLÍN,YUNGAY,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
85bfc09c-bafc-4585-b500-f694051b768e,40046205-2022,40046205,0,"CONSTRUCCION ILUMINACIÓN ESTADIO PUENTE ÑUBLE, COMUNA DE SAN NICOLÁS",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN NICOLÁS,DIGUILLÍN,SAN NICOLÁS,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
2ccd1e26-d89f-4748-8f35-9d955e7ba025,40046207-2022,40046207,0,"CONSTRUCCION ILUMINACIÓN ESTADIO ISMAEL MARTÍN, COMUNA DE SAN NICOLÁS",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN NICOLÁS,DIGUILLÍN,SAN NICOLÁS,REVISANDO PREINVERSIÓN,SIN RATE,2022,2022
abc4f3f4-a85e-484b-98b4-9acfba7cac69,40046213-2023,40046213,0,MEJORAMIENTO ZONA DE JUEGOS PLAZA SAN NICOLÁS,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN NICOLÁS,DIGUILLÍN,SAN NICOLÁS,APROBADO TÉCNICAMENTE,RS,2022,2023
c1c9f89c-9a08-4b1f-94fa-046c73d2b290,40046215-2022,40046215,0,"CONSTRUCCION SEDE CLUB DEPORTIVO MANZANA TUCAPEL, SAN CARLOS",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN CARLOS,PUNILLA,SAN CARLOS,REVISANDO PREINVERSIÓN,FI,2022,2022
d74496ae-d156-4644-9b43-0b19e0429a77,40046229-2023,40046229,0,CONSTRUCCION PUMP TRACK COMUNA COBQUECURA,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. COBQUECURA,ITATA,COBQUECURA,APROBADO TÉCNICAMENTE,RS,2022,2023
aa2dbc1d-1c00-4b6e-ba69-326dc8b5e633,40046231-2023,40046231,0,"CONSTRUCCION SEDE SOCIAL UNION COMUNAL DE ADULTOS MAYORES, SAN CARLOS",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN CARLOS,PUNILLA,SAN CARLOS,APROBADO TÉCNICAMENTE,RS,2022,2023
f7e81c61-fe77-4360-97d5-dc8379106c80,40046238-2022,40046238,0,"CONSTRUCCIÓN GALPÓN CENTRO PILOTO DE BIOGÁS, LOCALIDAD DE ATACALCO, COMUNA DE PINTO",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. PINTO,DIGUILLÍN,PINTO,REVISANDO PREINVERSIÓN,FI,2022,2022
f3835647-3a82-400b-96c2-7f5a58ec6125,40046268-2022,40046268,0,"REPOSICION SEDE CLUB DEPORTIVO LIBERTAD, COMUNA DE COELEMU",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. COELEMU,ITATA,COELEMU,REVISANDO PREINVERSIÓN,FI,2022,2022
c58ef7a5-4854-4e55-9893-e760e109e506,40046270-2022,40046270,0,"CONSTRUCCION CUBIERTA Y CAMARINES ESTADIO MUNICIPAL, COMUNA DE SAN FABIAN",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN FABIÁN,PUNILLA,SAN FABIÁN,REVISANDO PREINVERSIÓN,FI,2022,2022
3c8ace4a-0b24-4937-b4da-997212097fe6,40046271-2022,40046271,0,"CONSTRUCCION OFICINAS MUNICIPALES, COMUNA DE SAN FABIAN",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN FABIÁN,PUNILLA,SAN FABIÁN,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
c4f71246-b0b2-4916-a0c9-058efde77203,40046272-2022,40046272,0,"CONSTRUCCION CAMPO SOLAR Y RED DE ILUMINACIÓN PASO ANCHO, COMUNA DE SAN FABIÁN",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN FABIÁN,PUNILLA,SAN FABIÁN,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
0e9f46d1-550f-444e-bb8c-65093bfa1e69,40046273-2022,40046273,0,CONSTRUCCION ILUMINACIÓN SOLAR EN LA COMUNA DE SAN FABIAN,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN FABIÁN,PUNILLA,SAN FABIÁN,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
d92922ee-3b5c-4a18-a24c-991972840ba3,40046275-2022,40046275,0,"CONSTRUCCION CONSTRUCCIÓN SEDE ADULTO MAYOR NUEVO AMANECER SAN PEDRO, SAN IGNACIO",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN IGNACIO,DIGUILLÍN,SAN IGNACIO,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
5cbace34-a76a-42fb-8f6e-b42f435972ea,40046284-2022,40046284,0,INSTALACION LUMINARIAS EN VARIOS SECTORES DE LA COMUNA DE ÑIQUEN,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. ÑIQUÉN,PUNILLA,ÑIQUÉN,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
b35a36ae-df4f-494f-9877-6fe0f152d199,40046288-2022,40046288,0,INSTALACION INSTALACION LUMINARIAS EN MULTIPLES SECTORES DE LA COMUNA DE ÑIQUEN,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. ÑIQUÉN,PUNILLA,ÑIQUÉN,REVISANDO PREINVERSIÓN,SIN RATE,2022,2022
23e4d6cd-2d14-4fd9-89f5-2f588aeaa8ff,40046291-2023,40046291,0,CONSTRUCCION SOLUCIONES DE AGUA POTABLE RURAL EN DIVERSOS SECTORES DE LA COMUNA DE ÑIQUEN,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. ÑIQUÉN,PUNILLA,ÑIQUÉN,APROBADO TÉCNICAMENTE,RS,2022,2023
81ebbc59-87f9-4a9d-96da-a5702f727eaa,40046299-2022,40046299,,"REPOSICION REPOSICIÓN SEDE SOCIAL JJVV QUIRIQUINA, SAN IGNACIO",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN IGNACIO,DIGUILLÍN,SAN IGNACIO,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
68acf0cb-da9a-42ae-a4bd-245434ec9e46,40046304-2022,40046304,0,MEJORAMIENTO DE PAVIMENTACIÓN DE CALLES DE LA COMUNA DE COELEMU,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. COELEMU,ITATA,COELEMU,REVISANDO PREINVERSIÓN,SIN RATE,2022,2022
13adf0ae-8b3e-465a-9bb2-788e50dac750,40046310-2023,40046310,0,CONSTRUCCION SONDAJES PARA SISTEMA DE AGUA POTABLE RURAL SECTOR TRANCOYÁN,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. PORTEZUELO,ITATA,PORTEZUELO,APROBADO TÉCNICAMENTE,RS,2022,2023
c75fd657-1b83-453d-a4b8-1debb4675251,40046326-2023,40046326,0,"CONSTRUCCION PATIO CUBIERTO ESCUELA MONTELEON, COMUNA DE SAN NICOLAS",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. SAN NICOLÁS,DIGUILLÍN,SAN NICOLÁS,APROBADO TÉCNICAMENTE,RS,2022,2023
f77ee627-43f6-4a45-ad8c-a6b30e9ac20c,40046328-2022,40046328,0,"TRANSFERENCIA MEJORANDO LA CALIDAD DE LA EDUCACIÓN ESCOLAR RURAL, COMUNA DE CHILLAN VIEJO",VIGENTE,EJECUCIÓN,TRANSFERENCIAS,MUNICIPIO,MUNICIP. CHILLÁN VIEJO,DIGUILLÍN,CHILLÁN VIEJO,ADMISIBLE,ADMISIBLE,2022,2022
a645648c-3884-4d46-951f-64d696b6338f,40046355-2022,40046355,0,"CONSTRUCCION SEDE UNIÓN COMUNAL DE CLUBES DEPORTIVOS, COMUNA DE YUNGAY",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. YUNGAY,DIGUILLÍN,YUNGAY,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
acb24952-54cb-422c-9ef6-deb4e4a25fac,40046356-2022,40046356,0,"CONSTRUCCION DELEGACIÓN MUNICIPAL RANCHILLO BAJO, COMUNA DE YUNGAY",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. YUNGAY,DIGUILLÍN,YUNGAY,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
b407d33c-deec-42d8-94bc-b0883588f884,40046358-2023,40046358,0,ADQUISICIÓN MATERIAL MENOR FORESTAL ARA BOMBEROS DE LA REGIÓN DE ÑUBLE,VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,BOMBEROS,REGIONAL,REGIONAL,SUBSANANDO OBSERVACIONES,NV,2022,2023
2f7ea1b2-cf47-482b-a7b9-00d72c8606cc,40046387-2022,40046387,0,"CONSTRUCCION LUMINARIAS FOTOVOLTAICAS VARIOS SECTORES ZONA RURAL, COMUNA DE TREHUACO",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. TREHUACO,ITATA,TREGUACO,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
db75cb6b-2787-4912-b1ad-03b0a4fa459b,40046421-2022,40046421,0,"AMPLIACION ALUMBRADO PUBLICO SECTORES NEGUINTO, TAUCU Y MONTOZORRO COMUNA COBQUECURA",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. COBQUECURA,ITATA,COBQUECURA,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
d34718f9-23dd-4ed8-b1b6-5c2495f5c8cc,40046451-2022,40046451,0,REPOSICION SEDE SOCIAL CLUB DEPORTIVO RALCO,VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. COELEMU,ITATA,COELEMU,REVISANDO PREINVERSIÓN,FI,2022,2022
a1c3da7b-00ec-4e35-b286-9b7ab47dc3d3,40046487-2022,40046487,0,MEJORAMIENTO ASISTENCIA DE ALUMNOS DE LA ESCUELA JOSE SALGADO BURGOS COMUNA DE PEMUCO,VIGENTE,EJECUCIÓN,TRANSFERENCIAS,MUNICIPIO,MUNICIP. PEMUCO,DIGUILLÍN,PEMUCO,INADMISIBLE,INADMISIBLE,2022,2022
f3b81f04-f082-46bc-8671-b88c2bb0b887,40046490-2023,40046490,0,"CONSTRUCCION CAMARINES PISCINA LICEO GUARILIHUE ALTO, COMUNA DE COELEMU",VIGENTE,EJECUCIÓN,FRIL,MUNICIPIO,MUNICIP. COELEMU,ITATA,COELEMU,APROBADO TÉCNICAMENTE,RS,2022,2023
786ab15f-ff4f-434a-9056-60d7e64702ed,40046499-2022,40046499,0,"PREVENCION DEL AUSENTISMO ESCOLAR, ME MOVILIZO AL APRENDIZAJE, COMUNA DE PINTO",VIGENTE,EJECUCIÓN,TRANSFERENCIAS,MUNICIPIO,MUNICIP. PINTO,DIGUILLÍN,PINTO,APROBADO TÉCNICAMENTE,RS,2022,2022
95ad0edf-b358-4b32-8377-03541fa03415,40046529-2022,40046529,0,TRANSFERENCIA RECUPERANDO LOS APRENDIZAJES DE LOS ESTUDIANTES DE LA COMUNA DE CHILLÁN,VIGENTE,EJECUCIÓN,TRANSFERENCIAS,MUNICIPIO,MUNICIP. CHILLÁN,DIGUILLÍN,CHILLÁN,APROBADO TÉCNICAMENTE,RS,2022,2022
49af92dc-83b3-4bdc-918e-2bc32e719786,40046589-2022,40046589,0,TRANSFERENCIA SEMILLEROS PARTICIPATIVOS DE SEMILLA CERTIFICADA DE TRIGO PARA LA AFC DE LA REGIÓN DE ÑUBLE,VIGENTE,EJECUCIÓN,GLOSAS COMUNES,SECTORIAL / OTRO,INIA,REGIONAL,DIGUILLÍN,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
de5fa3c6-efc3-46a1-b4de-74b7639ffc3e,40046612-2022,40046612,0,"MEJORAMIENTO DE PUENTES SAN JORGE EN RUTA S/R-N 352 Y PUENTE SANTA ROSA EN RUTA N-339, COMUNA",VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,ASOCIACIÓN PUNILLA,PUNILLA,PUNILLA,INGRESADO A PREINVERSIÓN,ADMISIBLE,2022,2022
