SUB,ITEM, ASIG,CODIGO,UNIDAD TECNICA ,NOMBRE DE LA INICIATIVA,PROVINCIA,COMUNA, MONTO FNDR M$ ,Nº RES INCORPORA/ CERT CORE,FECHA RES INCORPORA/ CERT CORE,Nº RES CREA ASIGNACIÓN,FECHA RES CREA  ASIGNACIÓN,ESTADO DE CONVENIO,FECHA FIRMA DE CONVENIO ,Nº RES APRUEBA CONVENIO ,FECHA RES APRUEBA CONVENIO,TIPO DE RESOLUCIÓN ,ESTADO CONVENIO EN CGR,FECHA TOMA DE RAZON DE CGR,Nº OFICIO ENVIA CONVENIO,FECHA OFICIO ENVIA CONVENIO,REFERENTE TECNICO O CONTRAPARTE TECNICA,Nº RES REFERENTE TECNICO
33,01,271,40053515,FUNDACION OBSERVATORIO ÑUBLE,ACOMPAÑANRTE CIUDAD: UN PROGRAMA PARA ACOMPAÑAR Y CUIDAR A LOS ADULTOS MAYORES EN SU MOVILIDAD URBANA,,REGIONAL, $ 226.576 ,N/A,N/A,109,21-08-2023,NO SE FIRMO,-,-,-,-,-,-,-,-,N/A,-
33,03,466,40053862,SERNATUR,DIFUSIÓN RALLY MOBIL ÑUBLE 2023 Y REGION DE ÑUBLE,REGIONAL,REGIONAL, $ 269.400 ,N/A,N/A,72,14-06-2023,FIRMADO,28-11-2023,1243,01-12-2023,EXENTA,N/A,N/A,,,JOSE BOGGIE DELGADO,102/05.03.2024
31,02,,40034891,MUNICIPALIDAD DE QUILLON,"CONSERVACIÓN LICEO POLIVALENTE LUIS CRUZ MARTÍNEZ, QUILLÓN",DIGUILLÍN,QUILLÓN , $ 433.242 ,522,27-07-2024,74,18-07-2024,FIRMADO,16-08-2024,102,05-09-2024,AFECTA,TOMADO DE RAZON,27-09-2024,1465,30-09-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,463,40049394,UBB,"TRANSFERENCIA PLAN PARA EL DISEÑO, IMPLEMENTACION Y OPERACIÓN DEL CIES, REGION DE ÑUBLE",REGIONAL,REGIONAL, $ 431.753 ,N/A,N/A,66,26-05-2023,FIRMADO,08-08-2023,103,11-08-2023,AFECTA,REPRESENTADO,,,,N/A,
24,03,485,40048507,CNR,"TRANSFERENCIA PARA EL FOMENTO AL RIEGO, REGION DE ÑUBLE",REGIONAL,REGIONAL, $ 5.600.000 ,884/2024,07/03/2024,46,16/04/2024,FIRMADO,28/08/2024,103,05/09/2024,AFECTA,TOMADO DE RAZON,01/10/2024,,,DIT,
24,03,487,40057788,UBB,TRANSFERENCIA GESTION COLABORATIVA EN SALUD PUBLICA (POLO DE SALUD) PARA LA REGION DE ÑUBLE,REGIONAL,REGIONAL, $ 432.300 ,,,46,24/05/2024,FIRMADO,12/08/2024,106,10/09/2024,AFECTA,TOMADO DE RAZON,036-10-2024,1521,04-10-2024,DIDESOH,
33,03,473,40058389,SERNATUR,"TRANSFERENCIA FORTALECIMIENTO TURISMO DEPORTIVO, REGION DE ÑUBLE",REGIONAL,REGIONAL, $ 292.770 ,N/A,N/A,145,19-10-2023,FIRMADO,28-12-2023,1352,28-12-2023,EXENTA,N/A,N/A,,,JOSE BOGGIE DELGADO,102/05.03.2024
24,03,476,40053301,UBB,TRANSFERENCIA CERTIFICACIÓN Y SELLO DE CALIDAD PARA VINOS DE LA REGIÓN DE ÑUBLE,REGIONAL,REGIONAL, $ 380.000 ,908/2024,21/03/2024,47,24/05/2024,FIRMADO,16/08/2024,107,10/09/2024,AFECTA,TOMADO DE RAZON,02/10/2024,1520,04-10-2024,CARMEN NAVARRETE RETAMAL,RES EN TRAMITE
29,03,-,40043862,MUN. BULNES,"ADQUISICIÓN DE CLÍNICA VETERINARIA MÓVIL, COMUNA DE BULNES",DIGUILLÍN,BULNES, $ 102.506 ,770,10/07/2023,770,10/07/2023,FIRMADO,22/08/2023,110,24/08/2023,AFECTA,TOMADO DE RAZON,20/09/2023,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
31,02,,40052836,MUNICIPALIDAD DE CHILLÁN,CONSERVACIÓN JARDIN INFANTIL Y SALA CUNA,DIGUILLÍN,CHILLÁN, $ 185.906 ,522,27-07-2024,74,18-07-2024,FIRMADO,16-08-2024,110,12-09-2024,AFECTA,TOMADO DE RAZON,07-10-2024,1544,09-10-2024,JAVIER BRITO AGUAYO,
29,03,-,40054687,MUN. BULNES,ADQUISICIÓN DE 2 CAMIONETAS PARA LA MUNICIPALIDAD DE BULNES,DIGUILLÍN,BULNES, $ 59.548 ,770,10/07/2023,770,10/07/2023,FIRMADO,22/08/2023,111,24/08/2023,AFECTA,TOMADO DE RAZON,14/09/2023,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
29,03,-,40033555,MUNICIPALIDAD DE PORTEZUELO,"ADQUISICION CLINICA MOVIL, COMUNA DE PORTEZUELO",,PORTEZUELO, $ 114.592 ,N/A,N/A,64,13/02/2024,RS NO VIGENTE,-,-,-,-,-,-,-,-,N/A,-
29,05,,40033554,MUNICIPALIDAD DE PORTEZUELO,"ADQUISICION RETROEXCAVADORA, COMUNA DE PORTEZUELO",,PORTEZUELO, $ 74.351 ,N/A,N/A,64,13/02/2024,RS NO VIGENTE,-,-,-,-,-,-,-,-,N/A,-
29,,,40029524,GORE,ADQUISICION EQUIPAMIENTO PARA UNIDADES ESPECIALIZADAS,,REGIONAL, $ 319.459 ,563,08/08/2022,64,13/02/2024,ENCOMENDADO DIT,-,-,-,-,-,-,-,-,DIT,-
29,06,,40045199,GORE,"REPOSICION Y ADQUISICION DE EQUIPOS INFORMATICOS, REGION POLICIAL DE ÑUBLE",,REGIONAL, $ 250.728 ,154,09/02/2023,154,09/02/2023,ENCOMENDADO DIT,-,-,-,-,-,-,-,-,DIT,-
33,03,125,40050550,MUN. BULNES,"MEJORAMIENTO LUMINARIAS SOLARES PARA REFUGIOS PEATONALES RURALES, COMUNA DE BULNES",,BULNES, $ 166.700 ,123,19-03-2024,123,19-03-2024,INGRESARÁ A RE,-,-,-,-,-,-,-,-,JORGE OÑATE CASTRO,-
33,03,125,40050566,MUN. BULNES,"MEJORAMIENTO BANDEJON ELEUTERIO RAMIREZ, COMUNA DE BULNES",DIGUILLÍN,BULNES, $ 166.615 ,123,19-03-2024,123,19-03-2024,FIRMADO,28-08-2024,735,12-09-2024,EXENTA,N/A,N/A,1407,16-09-2024,JORGE OÑATE CASTRO,
33,03,125,40058439,MUN. BULNES,MEJORAMIENTO Y LIMPIEZA DE DIVERSOS CAMINOS DE LA COMUNA DE BULNES,DIGUILLÍN,BULNES, $ 120.000 ,123,19-03-2024,123,19-03-2024,FIRMADO,28-08-2024,745,12-09-2024,EXENTA,N/A,N/A,1407,16-09-2024,JORGE OÑATE CASTRO,
33,03,125,40003384,MUN. BULNES,CONSTRUCCION PASEO PEATONAL CLEMENCIA MUNITA COMUNA BULNES,,BULNES, $ 30.000 ,123,19-03-2024,123,19-03-2024,INGRESARÁ A RE,-,-,-,-,-,-,-,-,JORGE OÑATE CASTRO,-
33,03,125,40052458,MUN. CHILLAN,"CONSTRUCCION CUBIERTA MULTICANCHA, ESCUELA LAS CANOAS, CHILLAN",DIGUILLÍN,CHILLÁN, $ 166.135 ,123,19-03-2024,123,19-03-2024,FIRMADO,13-11-2024,1154,13-12-2024,EXENTA,N/A,N/A,1849,17-12-2024,JAVIER BRITO AGUAYO,
33,03,125,40055692,MUN. CHILLAN,"CONSTRUCCION SEDE SOCIAL BOSQUES DEL ARRAYAN, CHILLAN",DIGUILLÍN,CHILLÁN, $ 133.231 ,123,19-03-2024,123,19-03-2024,FIRMADO,23-06-2024,516,12-07-2024,EXENTA,N/A,,,,JAVIER BRITO AGUAYO,
33,03,125,40050861,MUN. CHILLAN,"CONSTRUCCION ZONA DE JUEGOS EN AREAS VERDES DE LA CIUDAD, CHILLAN",DIGUILLÍN,CHILLÁN, $ 161.867 ,123,19-03-2024,123,19-03-2024,FIRMADO,24-07-2024,671,28-08-2024,EXENTA,N/A,,,,JAVIER BRITO AGUAYO,
33,03,125,40045607,MUN. CHILLAN,"MEJORAMIENTO ENTORNO ESPACIO PUBLICO VERTIENTE SANTA ELVIRA, CHILLAN",DIGUILLÍN,CHILLÁN, $ 104.986 ,123,19-03-2024,123,19-03-2024,FIRMADO,28-08-2024,843,03-10-2024,EXENTA,N/A,N/A,1519,04-10-2024,JAVIER BRITO AGUAYO,
33,03,125,40056104,MUN. CHILLAN,CONSERVACION DE CAMINOS A TRAVES DE COLOCACION DE MATERIAES GRANULAR,DIGUILLÍN,CHILLÁN, $ 119.867 ,123,19-03-2024,123,19-03-2024,FIRMADO,23-05-2024,391,30-05-2024,EXENTA,N/A,N/A,837,04-06-2024,JAVIER BRITO AGUAYO,
33,03,125,40056507,MUN. CHILLAN,"CONSERVACION CAMINO LOS MONTES, CHILLAN",DIGUILLÍN,CHILLÁN, $ 160.231 ,123,19-03-2024,123,19-03-2024,FIRMADO,28-08-2024,845,03-10-2024,EXENTA,N/A,N/A,1519,04-10-2024,JAVIER BRITO AGUAYO,
33,03,125,40050975,MUN. CH VIEJO,"MEJORAMIENTO BANDEJON CENTRAL AVENIDA REINO DE CHILE, CHILLAN VIEJO",DIGUILLÍN,CHILLÁN VIEJO, $ 164.555 ,123,19-03-2024,123,19-03-2024,FIRMADO,25-04-2024,291,03-05-2024,EXENTA,N/A,N/A,685,06-05-2024,JAVIER BRITO AGUAYO,
33,03,125,40058665,MUN. CH VIEJO,"CONSTRUCCION CORTAFUEGOS Y LIMPIEZA EN DISTINTOS SECTORES DE LA COMUNA, CHILLAN VIEJO",DIGUILLÍN,CHILLÁN VIEJO, $ 107.424 ,123,19-03-2024,123,19-03-2024,FIRMADO,18-04-2024,286,03-05-2024,EXENTA,N/A,N/A,685,06-05-2024,JAVIER BRITO AGUAYO,
33,03,125,40050365,MUN. CH VIEJO,CONSTRUCCION REDUCTORES DE VELOCIDAD EN LA COMUNA DE CHILLAN VIEJO,DIGUILLÍN,CHILLÁN VIEJO, $ 152.840 ,123,19-03-2024,123,19-03-2024,FIRMADO,25-04-2024,276,02-05-2024,EXENTA,N/A,N/A,685,06-05-2024,JAVIER BRITO AGUAYO,
33,03,125,40056279,MUN. CH VIEJO,MEJORAMIENTO Y CONSTRUCCION PAVIMENTO DIFERENTES SECTORES DE LA COMUNA DE CHILLAN VIEJO ,DIGUILLÍN,CHILLÁN VIEJO, $ 151.176 ,123,19-03-2024,123,19-03-2024,FIRMADO,25-04-2024,290,03-05-2024,EXENTA,N/A,N/A,685,06-05-2024,JAVIER BRITO AGUAYO,
33,03,125,40046421,MUN. COBQUECURA,"AMPLIACION ALUMBRADO PUBLICO SECTORES NEGUINTO, TAUCU Y MONTOZORRO COMUNA DE COBQUECURA",ITATA,COBQUECURA, $ 119.098 ,123,19-03-2024,123,19-03-2024,FIRMADO,16-08-2024,903,11-10-2024,EXENTA,N/A,,,,JORGE OÑATE CASTRO,
33,03,125,40050997,MUNICIPALIDAD DE  EL CARMEN,"REPOSICION SEDE SOCIAL MAIPO ARRIBA, COMUNA EL CARMEN",DIGUILLÍN,EL CARMEN , $ 158.935 ,123,19-03-2024,123,19-03-2024,FIRMADO,03-05-2024,329,16-05-2024,EXENTA,N/A,N/A,746,16-05-2024,JORGE OÑATE CASTRO,
33,03,125,40054397,MUNICIPALIDAD DE  EL CARMEN,"CONSTRUCCION SEDE SOCIAL SECTOR EL BOLDO, COMUNA DE EL CARMEN ",DIGUILLÍN,EL CARMEN , $ 156.883 ,123,19-03-2024,50,05-02-2024,FIRMADO,03-05-2024,328,16-05-2024,EXENTA,N/A,N/A,746,16-05-2024,JORGE OÑATE CASTRO,
33,03,125,40058376,MUNICIPALIDAD DE  EL CARMEN,"CONSERVACION DISTINTOS CAMINOS RURALES SECTOR SUR, COMUNA EL CARMEN",DIGUILLÍN,EL CARMEN , $ 119.533 ,123,19-03-2024,50,05-02-2024,FIRMADO,03-05-2024,325,16-05-2024,EXENTA,N/A,N/A,746,16-05-2024,JORGE OÑATE CASTRO,
33,03,125,40050572,MUN. NINHUE,"CONSTRUCCION DE POZOS PROFUNDOS SECTORES QUITRIPIN Y LA ISLA, COMUNA DE NINHUE",ITATA,NINHUE, $ 151.216 ,123,19-03-2024,123,19-03-2024,FIRMADO,12-04-2024,274,29-04-2024,EXENTA,N/A,N/A,682,06-05-2024,PABLO TRONCOSO ALARCON ,279/02.05.2024
33,03,125,40045883,MUN. PEMUCO,"MEJORAMIENTO BANDEJON COLON ENTRE CALLES VALDES LECAROS Y ESTACION, COMUNA DE PEMUCO",DIGUILLÍN,PEMUCO, $ 166.776 ,123,19-03-2024,123,19-03-2024,FIRMADO,03-05-2024,332,16-05-2024,EXENTA,N/A,N/A,747,16-05-2024,JAVIER BRITO AGUAYO,
33,03,125,40045885,MUN. PEMUCO,"MEJORAMIENTO MULTICANCHA VILLA ESTEFANIA I, COMUNA DE PEMUCO",DIGUILLÍN,PEMUCO, $ 166.000 ,123,19-03-2024,123,19-03-2024,FIRMADO,03-05-2024,327,16-05-2024,EXENTA,N/A,N/A,747,16-05-2024,JAVIER BRITO AGUAYO,
33,03,125,40056511,MUNICIPALIDAD DE  PINTO,"MEJORAMIENTO SERVICIOS HIGIENICOS ESCUELA JOSÉ TOHÁ SOLDEVILLA, RECINTO, COMUNA DE PINTO",DIGUILLÍN,PINTO, $ 100.019 ,123,19-03-2024,123,19-03-2024,FIRMADO,30-04-2024,330,16-05-2024,EXENTA,N/A,N/A,748,16-05-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40045313,MUNICIPALIDAD DE PORTEZUELO,"MEJORAMIENTO MULTICANCHA , SECTORES PANGUILEMU, CHUDAL Y MEMBRILLAR",ITATA,PORTEZUELO, $ 163.578 ,123,19-03-2024,123,19-03-2024,FIRMADO,30-04-2024,326,16-05-2024,EXENTA,N/A,N/A,749,16-05-2024,PABLO TRONCOSO ALARCON ,279/02.05.2024
33,03,125,40058470,MUN. QUILLON,"REPARACION DIVERSOS CAMINOS RURALES, QUILLON",DIGUILLÍN,QUILLÓN , $ 119.119 ,123,19-03-2024,123,19-03-2024,FIRMADO,03-05-2024,331,16-05-2024,EXENTA,N/A,N/A,744,16-05-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40046141,MUNICIPALIDAD DE  RANQUIL,"AMPLIACION RED DE ALUMBRADO PUBLICO, DISTINTOS SECTORES DE LA COMUNA DE RANQUIL",ITATA,RÁNQUIL, $ 166.776 ,123,19-03-2024,123,19-03-2024,FIRMADO,18-04-2024,272,29-04-2024,EXENTA,N/A,N/A,676,06-05-2024,PABLO TRONCOSO ALARCON ,279/02.05.2024
33,03,125,40057131,MUNICIPALIDAD DE  RANQUIL,"MEJORAMIENTO POSTA DE SALUD RURAL NUEVA ALDEA, COMUNA DE RANQUIL",ITATA,RÁNQUIL, $ 166.776 ,123,19-03-2024,123,19-03-2024,FIRMADO,18-04-2024,273,29-04-2024,EXENTA,N/A,N/A,676,06-05-2024,PABLO TRONCOSO ALARCON ,279/02.05.2024
33,03,125,40058534,MUNICIPALIDAD DE  RANQUIL,"CONSTRUCCION ACUMULADORES DE AGUA Y ACCION DE PREVENCION DE INCENDIOS, COMUNA DE RANQUIL",ITATA,RÁNQUIL, $ 120.000 ,123,19-03-2024,123,19-03-2024,FIRMADO,18-04-2024,287,03-05-2024,EXENTA,N/A,N/A,684,06-05-2024,PABLO TRONCOSO ALARCON ,279/02.05.2024
33,03,125,40034153,MUNICIPALIDAD DE  RANQUIL,"MEJORAMIENTO VIALIDAD URBANA SECTOR NUEVA ALDEA, COMUNA DE RANQUIL",ITATA,RÁNQUIL, $ 166.100 ,123,19-03-2024,123,19-03-2024,FIRMADO,18-04-2024,289,03-05-2024,EXENTA,N/A,N/A,684,06-05-2024,PABLO TRONCOSO ALARCON ,279/02.05.2024
33,03,125,40054723,MUN. SAN CARLOS,"CONSTRUCCION SEDE SOCIAL CAMARICO, SAN CARLOS",PUNILLA,SAN CARLOS, $ 101.243 ,123,19-03-2024,123,19-03-2024,FIRMADO,23-05-2024,390,30-05-2024,EXENTA,N/A,N/A,836,04-06-2024,JAVIER BRITO AGUAYO,
33,03,125,40058479,MUN. SAN CARLOS,"MEJORAMEINTO VARIOS CAMINOS, COMUNA DE SAN CARLOS",PUNILLA,SAN CARLOS, $ 92.641 ,123,19-03-2024,123,19-03-2024,FIRMADO,23-05-2024,388,30-05-2024,EXENTA,N/A,N/A,836,04-06-2024,JAVIER BRITO AGUAYO,
33,03,125,40054718,MUN. SAN CARLOS,"CONSTRUCCION SEDE SOCIAL SECTOR EL CAPE, SAN CARLOS",PUNILLA,SAN CARLOS, $ 146.103 ,123,19-03-2024,123,19-03-2024,FIRMADO,23-05-2024,384,30-05-2024,EXENTA,N/A,N/A,836,04-06-2024,JAVIER BRITO AGUAYO,
33,03,125,40054721,MUN. SAN CARLOS,CONSTRUCCION CENTRO COMUNITARIO SOCIAL EL TORREON ,PUNILLA,SAN CARLOS, $ 166.197 ,123,19-03-2024,123,19-03-2024,FIRMADO,23-05-2024,381,29-05-2024,EXENTA,N/A,N/A,836,04-06-2024,JAVIER BRITO AGUAYO,
33,03,125,40054746,MUN. SAN CARLOS,"CONSTRUCCION SEDE SOCIAL VILLA NUEVA PRIMAVERA, SAN CARLOS",PUNILLA,SAN CARLOS, $ 133.058 ,123,19-03-2024,123,19-03-2024,FIRMADO,23-05-2024,389,30-05-2024,EXENTA,N/A,N/A,836,04-06-2024,JAVIER BRITO AGUAYO,
33,03,125,40046271,MUN. SAN FABIAN,"CONSTRUCCION OFICINAS MUNICIPALES, COMUNA DE SAN FABIAN",PUNILLA,SAN FABIÁN, $ 148.916 ,123,19-03-2024,123,19-03-2024,FIRMADO,19-08-2024,655,27-08-2024,EXENTA,N/A,,,,PABLO TRONCOSO ALARCON ,279/02.05.2024
33,03,125,40058640,MUN. SAN IGNACIO,"CONSERVACION CAMINOS VECINALES, COMUNA DE SAN IGNACIO",DIGUILLÍN,SAN IGNACIO, $ 120.000 ,123,19-03-2024,123,19-03-2024,FIRMADO,07-05-2024,334,15-05-2024,EXENTA,N/A,N/A,772,23-05-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40050982,MUN. SAN IGNACIO,"MEJORAMIENTO - AMPLIACION CANCHA DE RAYUELA SAN MIGUEL, COMUNA DE SAN IGNACIO",DIGUILLÍN,SAN IGNACIO, $ 162.150 ,123,19-03-2024,123,19-03-2024,FIRMADO,07-05-2024,355,15-05-2024,EXENTA,N/A,N/A,772,23-05-2024,CARLOS JUNGJOHANN MUÑOZ,
33,03,125,40051212,MUN. SAN NICOLAS,"MEJORAMIENTO PLAZA VILLA LAS CAMELIAS, SAN NICOLAS",PUNILLA,SAN NICOLÁS, $ 121.711 ,123,19-03-2024,123,19-03-2024,FIRMADO,13-05-2024,342,20-05-2024,EXENTA,N/A,N/A,765,22-05-2024,CAROLINA SEREY PROVOSTE ,
33,03,125,40046207,MUN. SAN NICOLAS,"CONSTRUCCION ILUMINACION ESTADIO ISMAEL MARTIN, COMUNA DE SAN NICOLAS",PUNILLA,SAN NICOLÁS, $ 165.048 ,123,19-03-2024,123,19-03-2024,FIRMADO,13-05-2024,346,20-05-2024,EXENTA,N/A,N/A,765,22-05-2024,CAROLINA SEREY PROVOSTE ,
33,03,125,40056129,MUN. YUNGAY,"CONSTRUCCION CIERRES PERIMETRALES EN RECINTOS MUNICIPALES, COMUNA DE YUNGAY",DIGUILLÍN,YUNGAY, $ 145.625 ,123,19-03-2024,123,19-03-2024,FIRMADO,10-05-2024,382,20-05-2024,EXENTA,N/A,N/A,810,30-05-2024,CAROLINA SEREY PROVOSTE ,
33,03,125,40022651,MUN. YUNGAY,"MEJORAMIENTO ARA VERDE VILLA TRILALEO, COMUNA DE YUNGAY ",DIGUILLÍN,YUNGAY, $ 112.460 ,123,19-03-2024,123,19-03-2024,FIRMADO,10-05-2024,341,20-05-2024,EXENTA,N/A,N/A,810,30-05-2024,CAROLINA SEREY PROVOSTE ,
33,03,125,40042438,MUN. YUNGAY,"CONSTRUCCION ABASTO DE AGUA POTABLE RURAL SECTOR CHILLANCITO, COMUNA DE YUNGAY ",DIGUILLÍN,YUNGAY, $ 72.460 ,123,19-03-2024,123,19-03-2024,FIRMADO,10-05-2024,344,20-05-2024,EXENTA,N/A,N/A,810,30-05-2024,CAROLINA SEREY PROVOSTE ,
31,02,,40052872,MUNICIPALIDAD DE CHILLÁN,"CONSERVACIÓN ESCUELA ESPECIAL LAS ACACIAS, CHILLÁN",DIGUILLÍN,CHILLÁN, $ 450.000 ,522,27-07-2024,74,18-07-2024,FIRMADO,16-08-2024,111,12-09-2024,AFECTA,TOMADO DE RAZON,14-10-2024,1582,16-10-2024,JAVIER BRITO AGUAYO,
24,03,474,40058654,UBB,"TRANSFERENCIA PLATAFORMA INTEROPERABLE, PARA EL MANEJO DE LISTAS DE ESPERA EN",REGIONAL,REGIONAL, $ 432.383 ,892/2024,07/03/2024,47,24/05/2024,FIRMADO,16/08/2024,112,12/09/2024,AFECTA,TOMADO DE RAZON,07/10/2024,1548,10-10-2024,UNIDAD DE GESTIÓN INSTITUCIONAL,
24,03,475,40058702,UBB,TRANSFERENCIA PREVENCIÓN Y DETECCIÓN PRECOZ DE CÁNCER COLORRECTAL PARA LA REGIÓN DE ÑUBLE,REGIONAL,REGIONAL, $ 420.000 ,893,07/03/2024,47,24/05/2024,FIRMADO,12/08/2024,107,10/09/2024,AFECTA,TOMADO DE RAZON,07/10/2024,1548,10-10-2024,DIDESOH,
31,02,-,40047370,MUN. SAN CARLOS,"CONSTRUCCIÓN CANCHA DE FUTBOL SECTOR LAS ARBOLEDAS , COMUNA DE SAN CARLOS",PUNILLA,SAN CARLOS, $ 379.772 ,743,23/06/2023,74,27/06/2023,FIRMADO,18/08/2023,113,25/08/2023,AFECTA,TOMADO DE RAZON,13/09/2023,,,JAVIER BRITO AGUAYO,1292/19.12.2023
31,02,,40051823,MUNICIPALIDAD DE  CHILLAN VIEJO,"CONSERVACIÓN LICEO POLIVALENTE JUAN ARTURO PACHECO ALTAMIRANO, CHILLÁN VIEJO",DIGUILLÍN,CHILLÁN VIEJO, $ 449.027 ,578,31-07-2024,90,07-08-2024,FIRMADO,10-09-2024,113,12-09-2024,AFECTA,TOMADO DE RAZON,14-10-2024,1587,16-10-2023,JAVIER BRITO AGUAYO,
31,02,-,40038617,MUNICIPALIDAD DE SAN NICOLÁS,"CONSTRUCCIÓN CANCHA DE FUTBOL SECTOR LAJUELAS , COMUNA DE SAN NICOLÁS",PUNILLA,SAN NICOLÁS, $ 379.861 ,683,05/06/2023,74,27/06/2023,FIRMADO,18/08/2023,114,25/08/2023,AFECTA,TOMADO DE RAZON,13/09/2023,,,JAVIER BRITO AGUAYO,317/10.05.2024
24,03,479,40056384,SERCOTEC,TRANSFERENCIA PROGRAMAS ESPECIALES DE FOMENTO PRODUCTIVO PARA LA REGIÓN DE ÑUBLE,REGIONAL,REGIONAL, $ 4.699.734 ,839,21/12/2023,47,27/03/2024,FIRMADO,10/09/2024,117,26/09/2024,AFECTA,T.R CON ALCANCES,16/10/2024,,,ELIAS JARA ACEVEDO,RES EN TRAMITE
24,03,481,40058771,UNIVERSIDAD DE TALCA,TRANSFERENCIA SISTEMA DE DIAGNÓSTICO Y RECOMENDACIÓN NUTRICIONAL INTEGRADA EN AVELLANO EUROPEO,REGIONAL,REGIONAL, $ 257.427 ,891/2024,07/03/2024,47,27/03/2024,FIRMADO,13/11/2024,1150,12/12/2024,EXENTA,N/A,N/A,,,ROBERTO BAEZA HORMAZABAL,RES EN TRAMITE
24,03,482,40058721,UBB,APOYO INTEGRAL PARA RESIDENCIAS DE PROTECCION: AVANZANDO EN LA RESTITUCION Y GARANTIAS DE DERECHO,REGIONAL,REGIONAL, $ 246.400 ,895/2024,07/03/2024,47,24/05/2024,FIRMADO,12/08/2024,730,12/09/2024,EXENTA,N/A,N/A,1305,16-09-2024,LUIS CARTES AROCA,
24,03,483,40058700,UBB,TRANSFERENCIA INDUSTRIALIZACIÓN DE LA VIVIENDA EN MADERA DE LA REGIÓN ÑUBLE,REGIONAL,REGIONAL, $ 196.760 ,906/2024,21/03/2024,47,24/05/2024,FIRMADO,16/08/2024,713,10/09/2024,EXENTA,N/A,N/A,1356,11-09-2024,NICOLAS LARA GONZALEZ,713/10-09-2024
31,02,-,40045992,MOP,CONSTRUCCION INSTITUTO REHABILITACION INFANTIL TELETON ÑUBLE,DIGUILLÍN,CHILLÁN, $ 9.586.944 ,692/2023,15/06/2023,74,27/06/2023,FIRMADO,07/09/2023,118,08/09/2023,AFECTA,T.R CON ALCANCES,28/09/2023,,,JORGE OÑATE CASTRO,1292/19.12.2023
31,02,,40052689,MUNICIPALIDAD DE SAN NICOLÁS,"CONSERVACIÓN SALA CUNA Y JARDÍN INFANTIL LOS ENANITOS, SAN NICOLÁS",PUNILLA,SAN NICOLÁS, $ 206.037 ,578,31-07-2024,90,07-08-2024,FIRMADO,13-09-2024,118,26-09-2024,AFECTA,REPRESENTADO,14-10-2024,,,N/A,
24,01,277,40059053,CONAF,TRANSFERENCIA GESTORES DE LA PREVENCION ANTE INCENDIOS FORESTALES DE LA REGION DE ÑUBLE,REGIONAL,REGIONAL, $ 980.000 ,901/2024,21/03/2024,46,16/04/2024,FIRMADO,08/08/2024,145,13/11/2024,AFECTA,T.R CON ALCANCES,09/12/2024,,,DIT,
31,02,004,40048400,MUN. TREHUACO,"REPOSICIÓN CANCHA DE FUTBOL, RECINTO DEPORTIVO TREHUACO",ITATA,TREHUACO, $ 379.950 ,683,05-06-2023,74,27-06-2023,FIRMADO,16-08-2023,119,11-09-2023,AFECTA,TOMADO DE RAZON,03-10-2023,,,CARLOS JUNGJOHANN MUÑOZ,1292/19.12.2023
31,02,-,40026156,SSÑ,CONSERVACION HOSPITAL HERMINDA MARTIN DE CHILLAN,DIGUILLÍN,CHILLÁN, $ 780.986 ,1023/2024,14/08/2024,6,13/02/2024,FIRMADO,30/08/2024,119,26/09/2024,AFECTA,EN CGR,N/A,,,INVERSIONES,
29,05,,40055655,SERVICIO DE SALUD ÑUBLE,"ADQUISICION MANOGRAFOS CESFAM VIOLETA PARRA, MICHELL CHANDIA Y HOSPITAL DE YUNGAY RED SSÑ",REGIONAL,REGIONAL, $ 1.041.391 ,969,20-06-2024,511,11-07-2024,FIRMADO,16-08-2024,120,26-09-2024,AFECTA,TOMADO DE RAZON,14-10-2024,1586,16-10-2024,CRISTIAN JAQUE GUZMÁN,
29,05,002,40056316,MUN. COELEMU,"ADQUISICION MOTONIVELADORA, COMUNA DE COELEMU",ITATA,COELEMU, $ 269.145 ,840,01-08-2023,840,01-08-2023,FIRMADO,25-08-2023,122,13-09-2023,AFECTA,TOMADO DE RAZON,17-10-2023,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
29,03,002,40056317,MUN. COELEMU,"ADQUISICION RETROEXCAVADORA, COMUNA DE COELEMU",ITATA,COELEMU, $ 110.622 ,840,01-08-2023,840,01-08-2023,FIRMADO,25-08-2023,123,13-09-2023,AFECTA,TOMADO DE RAZON,17-10-2023,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
29,03,-,40056317,MUN. COELEMU,"ADQUISICION CAMION TOLVA, COMUNA DE COELEMU",ITATA,COELEMU, $ 103.054 ,840,01/08/2023,840,01/08/2023,FIRMADO,25/08/2023,123,13/09/2023,AFECTA,TOMADO DE RAZON,17/10/2023,,,CRISTIAN JAQUE GUZMAN ,1293/19.12.2023
