I,SOLICITA,FOLIO,FECHA DOCTO,MATERIA,FIRMA,OBSERVACIONES,LINK AL DOCUMENTO,
,psp,00553,23-07-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “CONSTRUCCIÓN CAMARINES Y CIERRE PERIMETRAL CANCHA SECTOR CALLE DÁVILA, COMUNA EL CARMEN” CÓDIGO BIP 40055810-0.",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1wW16ih53WSPl2PKtxtKH9Eieddj7n_v7?usp=sharing,
,mqv,00552,23-07-24,DESIGNA FUNCIONARIO COMO REFERENTE TÉCNICO TITULAR Y SUPLENTE DE LA INICIATIVA QUE SE INDICA DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1OkHzXi6wFF5SfgoglTcpaRrUuP-9L-qB?usp=sharing,
,odd,00551,23-07-24,"INCORPÓRESE AL MARCO PRESUPUESTARIO FNDR AÑO PRESUPUESTARIO 2024 LAS INICIATIVAS DEL SUBT. 29 QUE SE INDICAN A CONTINUACIÓN, Y CRÉESE ASIGNACIÓN PRESUPUESTARIA",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1OUEbH1nQogOKXydy-7G83b6yFWds0uRF?usp=sharing,
,psp,00550,23-07-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “MEJORAMIENTO DE CAMINOS CON SUPRESORES DE POLVO, COMUNA DE NINHUE” CÓDIGO BIP 40060471-0.",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1A4_idaLhnTIW34InBI2lsiEwINbt3dXC?usp=sharing,
,odd,00549,23-07-24,INCORPÓRESE AL MARCO PRESUPUESTARIO FNDR AÑO PRESUPUESTARIO 2024 LA INICIATIVA DEL SUBT. 31 QUE SE INDICA A CONTINUACIÓN.,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1RSO7GWQdaJM2kvd5li9_y4pJDliCn4lB?usp=sharing,
,rge,00548,23-07-24,"INCORPÓRENSE AL MARCO PRESUPUESTARIO FNDR APROBADO AÑO 2024, LAS INICIATIVAS QUE SE INDICAN Y CRÉENSE LAS ASIGNACIONES PRESUPUESTARIAS.",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1MQO7V3jFNw4PI8yUDzR88U1zqG5XdIDl?usp=sharing,
,rge,00547,23-07-24,"INCORPÓRENSE AL MARCO PRESUPUESTARIO FNDR APROBADO AÑO 2024, LAS INICIATIVAS QUE SE INDICAN Y CRÉENSE LAS ASIGNACIONES PRESUPUESTARIAS.",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1F9sVYrDlDHTmBgEYVhOt4i-Jbi-BJZMY?usp=sharing,
,jsm,00546,23-07-24,CRÉESE LA ASIGNACIÓN PRESUPUESTARIA PARA LOS FONDOS DEL CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1_cw5jFGkuDjpLbkFOLDZAkksHk8LpaHX/view?usp=drive_link,
,rep ,00545,23-07-2024,"CONTRATA TRABAJOS DE BALANCE DE CARGA EN LAS FASES DE LOS TABLEROS DE DISTRIBUCIÓN DEL GOBIERNO REGIONAL DE ÑUBLE MEDIANTE TRATO DIRECTO ART. 10, Nº3 DEL REGLAMENTO DE COMPRAS Nº250 DE LEY Nº19.886 “EN CASO DE EMERGENCIA, URGENCIA O IMPREVISTO",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1td9rYToE-Ba0GMMJUJ1mqxIpv7F7A2du/view?usp=drive_link,
,pta,00544,22-07-24,"APRUEBA AUMENTO EN PRESUPUESTO POR CONCEPTO DE OBRAS PARA EL PROYECTO DENOMINADO “CONSTRUCCIÓN CANCHA DE PASTO SINTÉTICO SECTOR LLAHUÉN, COMUNA DE PORTEZUELO”, CÓDIGO BIP 40049625-0.",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1OPUBRUzkWmtZtCth_FC42Bg9Aambu5gz/view?usp=drive_link,
,rge,00543,22-07-24,"INCORPÓRENSE AL MARCO PRESUPUESTARIO FNDR APROBADO AÑO 2024, LAS INICIATIVAS QUE SE INDICAN Y CRÉENSE LAS ASIGNACIONES PRESUPUESTARIAS.",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1Youj98GMK0Y3EyDqzibqGcYPjZKt4UGc/view?usp=drive_link,
,rep,00542,22-07-24,APRUEBA 2° LLAMADO A LICITACIÓN PÚBLICA: “VEHÍCULO SUV 2024” PARA EL GOBIERNO REGIONAL DE ÑUBLE.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/file/d/1Me9hccN8XqNr9e69I-V1KrJw3FfhFxTZ/view?usp=drive_link,
,veg,00541,22-07-24,AUTORIZA PRÁCTICA PROFESIONAL DEL ALUMNO QUE SE INDICA,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1vvEh5sH54Sl6l2RCC_xNs9PEiRMvnKq8/view?usp=drive_link,
,veg,00540,22-07-24,AUTORIZA PRÁCTICA PROFESIONAL DEL ALUMNO QUE SE INDICA,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1isknqU056OQjM36T7hDLMs9zOiIiAikV/view?usp=drive_link,
,veg,00539,22-07-24,AUTORIZA PRÁCTICA PROFESIONAL DEL ALUMNO QUE SE INDICA,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1WW7wy6t5gc6U_UNCwOiGD68mWY6jgmQf/view?usp=drive_link,
,veg,00538,22-07-24,AUTORIZA PRÁCTICA PROFESIONAL DEL ALUMNO QUE SE INDICA,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1Qs9bDr1H8it2tkSUg-7Cf0JjGsqex5jr/view?usp=drive_link,
,csp,00537,22-07-24,"APRUEBA MODIFICACIÓN DE CONTRATO A COSTO $0.- PARA EL PROYECTO DENOMINADO “CONSTRUCCIÓN CANCHA PASTO SINTÉTICO Y CIERRE PERIMETRAL, GRADO VOCACIONAL, COMUNA DE YUNGAY”, Código BIP 40047478-0.",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1uVS6AES3Pn4DMUGOJd1gFNN4-9QPbnII/view?usp=drive_link,
,veg,00536,22-07-24,AUTORIZA PRÁCTICA PROFESIONAL DEL ALUMNO QUE SE INDICA,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1j8nYKP1wVRnoPAEndAeqNbc9fjzpf1on/view?usp=drive_link,
,nlg,00535,22-07-24,"APRUEBA BASES ADMINISTRATIVAS GENERALES Y BASES TÈCNICAS, CONVOCA A LICITACIÓN PÚBLICA Y NOMBRA COMISIONES DE EVALUACIÓN, ADJUDICACIÓN Y RECEPCIÓN, PARA LA ADQUISICIÓN DEL EQUIPAMIENTO CONSIDERADO EN EL PROYECTO “REPOSICIÓN Y ADQUISICIÓN DE EQUIPOS INFORMÁTICOS, REGIÓN POLICIAL DE ÑUBLE - PDI”, CÓDIGO BIP 40045199-0.",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/file/d/1FcdO7lSA5OOH6naooqqg-QQN5oaS9rpl/view?usp=drive_link,
,vmi,00534,19-07-2024,https://drive.google.com/file/d/1W76x688lZsKkZDWBLjGUO0ldD8ZXAoUQ/view?usp=drive_link,ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/file/d/1W76x688lZsKkZDWBLjGUO0ldD8ZXAoUQ/view?usp=drive_link,
,veg ,00533,18-07-2024,RECONOCE REALIZACION DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACION DE TIEMPO A FUNCIONARIO QUE SE INDICA.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/file/d/1xPbhDorEvL93ceCj9vZYLc7yarWxJz9t/view?usp=drive_link,
,ipm ,00532,18-07-2024,ENCOMIENDA FUNCIÓN DE JEFA DE UNIDAD DE UNIDAD JURÍDICA DEL GOBIERNO REGIONAL DE ÑUBLE.,ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/file/d/12lCkOggYk3yyXX-GUT6mcO2mFhFsg8P6/view?usp=drive_link,
,veg ,00531,18-07-2024,RECONOCE REALIZACION DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACION DE TIEMPO A FUNCIONARIO QUE SE INDICA.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/file/d/1xKPlSSAPTzfANSDzMmr4NcALVtGKXS-I/view?usp=drive_link,
,veg ,00530,18-07-2024,RECONOCE REALIZACION DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACION DE TIEMPO A FUNCIONARIO QUE SE INDICA.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/file/d/1dzuk9T5M0a07WjCThywJkRDINOr83tmk/view?usp=drive_link,
,veg ,00529,18-07-2024,RECONOCE REALIZACION DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACION DE TIEMPO A FUNCIONARIO QUE SE INDICA.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/file/d/1UsNTenbiNvx57cDhu-OvHit7idyLb-0F/view?usp=drive_link,
,veg ,00528,18-07-2024,RECONOCE REALIZACION DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACION DE TIEMPO A FUNCIONARIO QUE SE INDICA.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/file/d/1lOtxQZYCW46ENw9TW7WzMkUGvR1AGWtU/view?usp=drive_link,
,veg ,00527,18-07-2024,RECONOCE REALIZACION DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACION DE TIEMPO A FUNCIONARIO QUE SE INDICA.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/file/d/1L3YyiWFXqD1gJ24DMbxCxcXMa0Abj48L/view?usp=drive_link,
,veg ,00526,18-07-2024,RECONOCE REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIOS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/file/d/1geXk31QXTPjHyj2M9D_UlRTDOVihSbJK/view?usp=drive_link,
,ech,00525,18-07-2024,DESIGNA FUNCIONARIOS COMO REFERENTES TÉCNICOS DE INICIATIVAS QUE SE INDICAN DEL GOBIERNO REGIONAL,RAUL SUNICO GALDAMES,DOCDIGITAL,https://drive.google.com/file/d/1VcOjHDvd1jPIbyr_Ky6KgRUQlboNO6_-/view?usp=drive_link,
,tvf,00524,17-07-2024,"INCORPÓRESE AL MARCO PRESUPUESTARIO INICIATIVAS RECOMENDADAS TÉCNICAMENTE PARA SER FINANCIADAS CON CARGO AL CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024, FONDO CULTURA, ADULTO MAYOR, DEPORTE, SEGURIDAD, SOCIAL, EQUIDAD DE GÉNERO Y MEDIO AMBIENTE, PRIVADO.",ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1rdb3VrAnNR9REivr_duJzbgQaMQba6ps?usp=sharing,
,pta,00523,17-07-2024,"APRUEBA AUMENTO EN PRESUPUESTO POR CONCEPTO DE OBRAS PARA EL PROYECTO DENOMINADO “CONSTRUCCIÓN SEMÁFORO ESQUINA AVDA. PRAT CON O’HIGGINS, COMUNA DE QUIRIHUE CÓDIGO BIP 40041917-0”",ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1-aOYXenGRjg3OzjaNEtW3EU6UqBXqylT?usp=sharing,
,rge,00522,17-07-2024,INCORPÓRENSE AL MARCO PRESUPUESTARIO FNDR AÑO PRESUPUESTARIO 2024 LAS INICIATIVAS DEL SUBT. 31 QUE SE INDICAN A CONTINUACIÓN.,ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1PM4pz4f177r6yqZ0iUauEXeZVQsEnI5x?usp=drive_link,
,psp,00521,17-07-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “CONSTRUCCIÓN SEDE SOCIAL AGRUPACIÓN DE PARKINSON, CHILLÁN”",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1MIrcLbVmZaesYbl2pbJXEY1i5zuz_sBg?usp=drive_link,
,psp,00520,15-07-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “MEJORAMIENTO ÁREAS VERDES VILLA ALTOS DE SANTA RITA, CHILLÁN VIEJO” CÓDIGO BIP 40060347-0. DESPACHO POR OFICIO",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/18ggqm7WPuBttzFz5iRqipIvc1SkDJput?usp=sharing,
,veg,00519,15-07-2024,RECONOCE REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIO QUE INDICA.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/drive/folders/1nYnmCcE4B7UivwDnzhneFAT4X2BtNO2k?usp=sharing,
,psp,00518,15-07-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “MEJORAMIENTO DEMARCACIÓN VIAL DIFERENTES SECTORES DE LA COMUNA DE CHILLÁN VIEJO” CÓDIGO BIP 40061297-0.",ROLANDO GASSET ESPINOZA,DOCDIGITAL,https://drive.google.com/drive/folders/1Wqi4KJ2--YhaMwuLLOLyyiTcCofmgRAL?usp=sharing,
,jsm,00517,12-07-2024,"CRÉESE LA ASIGNACIÓN PRESUPUESTARIA PARA EL FONDO DE SEGURIDAD CIUDADANA, CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/130k6mAOY5Hb0wzTEuvnpSyAZSxYgap_5?usp=drive_link,
,psp,00516,12-07-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCION DEL PROYECTO, “CONSTRUCCION SEDE SOCIAL BOSQUES DEL ARRAYAN, CHILLAN”, CODIGO BIP 40055692-0.",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1yOzVmr4LggtWdSNz01uoPqovhKoM2S8N?usp=drive_link,
,veg,00515,12-07-2024,AUTORIZA REALIZACIÓN DE TRABAJO EXTRAORDINARIO A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/drive/folders/1KFWhhsbzbOHxXQZo06s1U9RG4sU7kJQl?usp=drive_link,
,rep,00514,12-07-2024,“RENOVACIÓN 2024-2025 PÓLIZAS DE SEGUROS PARA VEHÍCULOS DEL GOBIERNO REGIONAL DE ÑUBLE”,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/drive/folders/1KAE1p59o20-b7TFHgs9B1UvWoWb5ZsDw?usp=drive_link,
,rep,00513,12-07-2024,DECLARA DESIERTA LICITACIÓN PÚBLICA: ID 1036569-16-LE24 “VEHÍCULO SUV 2024” PARA EL GOBIERNO REGIONAL DE ÑUBLE.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/drive/folders/1JwTGuXG6ldcY7dmXExYHzMf6-GeHFWza?usp=drive_link,
,fsc,00512,11-07-2024,"OTORGA CONCESIÓN DE USO GRATUITO A LA I. MUNICIPALIDAD DE PEMUCO, DE INMUEBLE FISCAL QUE INDICA UBICADO EN LA COMUNA DE PEMUCO, PROVINCIA DE DIGUILLÍN, REGIÓN DE ÑUBLE.",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1Gkqweuj_G_6WXyl_MAfqdikH5V9MHmus?usp=drive_link,
,psp,00511,11-07-2024,CRÉESE ASIGNACIONES DE INICIATIVAS DE INVERSIÓN DEL SUBTÍTULO 29 “ADQUISICIÓN DE ACTIVOS NO FINANCIEROS”.,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1GeI7qeW3Sv1bc7fE41rN84C0HPTMr1Fg?usp=drive_link,
,jpch,00510,11-07-2024,AUTORIZA UTILIZACIÓN DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1GJ2SKPVWraD54IWada3iyypl1wQgRIYK?usp=drive_link,
,jsm,00509,11-07-2024,"CRÉESE LA ASIGNACIÓN PRESUPUESTARIA PARA EL FONDO DE DEPORTE, CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1GC1mcE496LN2SDJ_GGe214uvIzA-wMXJ?usp=drive_link,
,odd,00508,11-07-2024,"INCORPÓRESE AL MARCO PRESUPUESTARIO FNDR AÑO PRESUPUESTARIO 2024 LA INICIATIVA DEL SUBT. 29 QUE SE INDICA A CONTINUACIÓN, Y CRÉESE ASIGNACIÓN PRESUPUESTARIA",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1G7oZhodW36-khclrnoUwY_Onc6GrDU7c?usp=drive_link,
,odd,00507,11-07-2024,"INCORPÓRESE AL MARCO PRESUPUESTARIO FNDR AÑO PRESUPUESTARIO 2024 LA INICIATIVA DEL SUBT. 24 QUE SE INDICA A CONTINUACIÓN, Y CRÉESE ASIGNACIÓN PRESUPUESTARIA",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1G-EeEsbgMgtaFevH9i7XeTn01fDg3RVQ?usp=drive_link,
,ctc,00506,11-07-2024,"APRUÉBESE FUNDADAMENTE CONTRATA DE DON CLAUDIO JOSÉ MARTÍNEZ CERDA, PARA EL CARGO QUE INDICA, EN EL GOBIERNO REGIONAL DE ÑUBLE.",OSCAR CRISOSTOMO LLANOS,DOCDIGITAL,https://drive.google.com/drive/folders/1FxI2zh21EbI_nQUvwmHyWk1DbiVcpNYR?usp=drive_link,
,veg,00505,10-07-2024,RECONOCE DERECHO A PERMISO PAGADO DE FUNCIONARIO ROBERTO CARLOS ESCOBAR PEREZ POR NACIMIENTO DE HIJO,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/drive/folders/1X5Etq2pUH9etX9hziN7jE-2bORejA-NG?usp=sharing,
,veg,00504,10-07-2024,RECONOCE DERECHO Y CONCEDE PERMISO POR MATRIMONIO AL FUNCIONARIO PABLO ALBERTO NUÑEZ JARA,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/drive/folders/134qgJGazYGh_uJDuFsPZO4YQ5QmnrsQy?usp=sharing,
,veg,00503,10-07-2024,RECONOCE DEREHCO A PERMISO PAGADO DE FUNCIONARIA MARYORIE QUINTERO VEJAR POR ACUERDO DE UNION CIVIL ,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/drive/folders/1OGJgRovWfpQvOFse8npiY5dn8evnsNfP?usp=sharing,
,veg,00502,10-07-2024,RECONOCE DERECHO A PERMISO PAGADO DE FUNCIONARIA CAROLINA SEREY PROVOSTE POR ACUERDO DE UNION CIVIL ,LEILA GASAUI IRRIBARRA,E-MAIL,https://drive.google.com/drive/folders/11ooGvtWTuE3_PvTUvMH5XmrZhyWWTSyM?usp=sharing,
,jsm,00501,09-07-2024,"CRÉESE LA ASIGNACIÓN PRESUPUESTARIA PARA EL FONDO DE ADULTO MAYOR, CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024",RUBEN SANDOVAL GANGAS JEFE DIPIR (S),DOCDIGITAL,https://drive.google.com/drive/folders/1bVqvgXd5bgkEfhYtVD6TE3DUIVSzgyft?usp=sharing,
,jsm,00500,09-07-2024,"CRÉESE LA ASIGNACIÓN PRESUPUESTARIA PARA EL FONDO DE CULTURA, CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024",RUBEN SANDOVAL GANGAS JEFE DIPIR (S),DOCDIGITAL,https://drive.google.com/drive/folders/1FvwXsC67rg_9xYXzUw7mqIrZBUSrDH_2?usp=sharing,
,rep,00499,09-07-2024,APRUEBA 2° LLAMADO A LICITACIÓN PÚBLICA: “CONTRATACIÓN DE PROFESIONALES PARA PROYECTO SISTEMA DE GESTIÓN DE INFORMACIÓN TERRITORIAL DEL GOBIERNO REGIONAL DE ÑUBLE,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/drive/folders/1BDVwyxtKlkNRybIAtC1tmz7b-6PFl2c-?usp=sharing,
,veg,00498,09-07-2024,"RECONOCE Y APRUEBA DERECHO A FERIADO LEGAL, EN EL MES DE MAYO Y JUNIO, DE LOS SIGUIENTES FUNCIONARIOS.",LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/drive/folders/1VAfHC9QjZtXm-JFaeWgkDexcrGxi9Qh9?usp=sharing,
,veg,00497,09-07-2024,APRUEBA SOLICITUD DE PERMISOS CON GOCE DE REMUNERACIONES EN EL MES DE JUNIO 2024.,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/drive/folders/1gLrJ0Lbp6YIBJEqiVxZXwTyGuhX1symy?usp=sharing,
,veg,00496,09-07-2024,"AUTORIZA SOLICITUD DE USO DE DESCANSO COMPLEMENTARIO, EN EL MES DE MAYO Y JUNIO, A FUNCIONARIOS QUE INDICA.",LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/drive/folders/1G7YjAOBeYLxX6VlefePBcuo1c_a-jyIC?usp=sharing,
,jsm,00495,05-07-2024,"CRÉESE LA ASIGNACIÓN PRESUPUESTARIA PARA EL FONDO DE MEDIO AMBIENTE, CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024",ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1BGdG5544qhRI1CsWIlcOgUKmEWL76Nr1?usp=drive_link,
,jsm,00494,05-07-2024,"CRÉESE LA ASIGNACIÓN PRESUPUESTARIA PARA EL FONDO DE SOCIAL, CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024",ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1B5OQ7bddRx15CFPGQdJtIXCH1PImRdJK?usp=drive_link,
,jsm,00493,05-07-2024,"CRÉESE LA ASIGNACIÓN PRESUPUESTARIA PARA EL FONDO DE EQUIDAD DE GENERO, CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024",ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1AkuMZ7thNVUMCmWrcMCZ7hKUxmg0tetx?usp=drive_link,
,gtu,00492,05-07-2024,"INCORPÓRESE AL MARCO PRESUPUESTARIO INICIATIVAS RECOMENDADAS TÉCNICAMENTE PARA SER FINANCIADAS CON CARGO AL CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024, FONDO SEGURIDAD, PRIVADO.",ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1AazpKdcYNHawpJWcbjl11pLiU4Qn1-FU?usp=drive_link,
,gtu,00491,05-07-2024,"INCORPÓRESE AL MARCO PRESUPUESTARIO INICIATIVAS RECOMENDADAS TÉCNICAMENTE PARA SER FINANCIADAS CON CARGO AL CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024, FONDO CULTURA, PRIVADO.",ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1AOUzFowjG5z2bsueAWEIrZCCL4qGBGLo?usp=drive_link,
,gtu,00490,05-07-2024,"INCORPÓRESE AL MARCO PRESUPUESTARIO INICIATIVAS RECOMENDADAS TÉCNICAMENTE PARA SER FINANCIADAS CON CARGO AL CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024, FONDO ADULTO MAYOR, PRIVADO.",ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1AK5zcd7ChEvKrdZ6tCytnsn7Vv_Yqx7a?usp=drive_link,
,gtu,00489,05-07-2024,"INCORPÓRESE AL MARCO PRESUPUESTARIO INICIATIVAS RECOMENDADAS TÉCNICAMENTE PARA SER FINANCIADAS CON CARGO AL CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024, FONDO DEPORTE, PRIVADO.",ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1A7f7fvfTBIDqnIbSxVpGbbZPAvH_W883?usp=drive_link,
,veg,00488,05-07-2024,MODIFÍQUESE LA RESOLUCIÓN EXENTA N°1367 DE FECHA 29 DE DICIEMBRE DE 2023 Y ENCOMIÉNDESE LA FUNCIÓN DE ENCARGADO DE LA UNIDAD DE CONTROL DE RENDICIONES EN LA DIVISIÓN DE ADMINISTRACIÓN Y FINANZAS A DON VÍCTOR RETAMAL MUÑOZ.,ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1A0bCh7UPsGdbBAGADO-2Qn6_eG-xE9X5?usp=drive_link,
,mqv,00487,05-07-2024,"INCREMENTESE LA SIGUIENTE INICIATIVA DE INVERSION DEL SUBTITULO 33-03-125 ""MUNICIPALIDADES - FONDO REGIONAL DE INICIATIVA LOCAL"" PARA EL AÑO 2024.",ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/19xnDnbJAhmVQ5a72vPHxqpuEjFuVvnDr?usp=drive_link,
,rhp,00486,05-07-2024,MODIFICA INSTRUCTIVO GENERAL CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% AÑO 2024 DEL GOBIERNO REGIONAL DE ÑUBLE.,ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/1VOUHd-wjBEeVnGULPKadUteE3fMRWnmj?usp=sharing,
,veg,00485,04-07-2024,RECONOCE REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIO QUE INDICA,LEILA GASAUI IRRIBARRA,DOCDIGITAL,https://drive.google.com/drive/folders/1zvhQXU-JLqii0lBvoPMl4dzG2q0o6vin?usp=sharing,
,gtu,00484,04-07-2024,"INCORPÓRESE AL MARCO PRESUPUESTARIO INICIATIVAS RECOMENDADAS TÉCNICAMENTE PARA SER FINANCIADAS CON CARGO AL CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024, FONDO MEDIO AMBIENTE, PRIVADO.",ALICIA CONTRERAS VIELMA,DOCDIGITAL,https://drive.google.com/drive/folders/19ke90uPIFbmhLdiukQI7IPoaEDExXEUr?usp=drive_link,
