DATOS DE REGISTRO DE INICIATIVA EN CARTERA DE PROYECTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,EVALUACIÓN DE ADMISIBILIDAD,,,,,,,,,,PRIORIZACIÓN PARA REVISIÓN,,REVISIÓN INICIATIVA MIDESO,,,,,,,REVISIÓN INICIATIVAS GORE,,,,,,,,,,PRIORIZACIÓN PRESUPUESTARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codigo Unico,,Año,Año pptario,Cod Idi,Dv,Nombre Proyecto,Tipo,Provincia,Comuna,Etapa,Tipologia,Categoría GORE,Subt,Item,Asig,Prov Subdere,Formulador,Beneficiario,Sector,Subsector,Mto Proyecto,Mto Sectorial,Mto Fndr,Gsto Vigente,Gsto Sgtes Años,Estado Actual,Fecha Recp Gore,Fecha Ingre PreInv,Fecha Asig Analista,ANALISTA,ADMISIBLE O INADMISIBLE,Fecha 1° ADM / INAD,Documento o Fecha informa a UT ADM / INAD,Fecha Subsana Observaciones INAD,Fecha 2° ADM / INAD,2° Documento o Fecha informa a UT ADM / INAD,Fecha Priorización  para Revisión (Gobernador),Lugar de Priorización para Revisión,Mideso (SI / NO),N° Ordinario,Fecha Ordinario,N° Ord y Fcha Envi a Mds,RATE Mideso,Fecha RATE Mideso,Comunica RATE Mideso a U.T,Fecha Asig Analista REVISIÓN,Primer Rate,Fecha Primer Rate,Fecha Informa a UT 1° RATE,Fecha Subsanación Primer RATE,Segundo Rate,Fecha Segundo Rate,Fecha Informa a UT 2° RATE,N° Certificado RS,Fecha Certificado RS,Fecha Priorización  Presupuestaria (Gobernador),Lugar de Priorización para Revisión,N° Ord y Fcha Post,N° Of/Mail_Fcha Inf Form,N° Ord al Core,Fech Ord Envio a Core,N° Cert Core o Resolucion Ex,Fech Cert Aprob Core o Res. Exta.,RES. CREA ASIGNACIÓN,SUBT.,SUBT. - ITEM,SUBT. - ITEM - ASIG.,MONTO TOTAL PROYECTO,MONTO SECTORIAL,MONTO FNDR POSTULADO,MONTO ADJUDICADO,AUMENTOS,ESTADO,FECHA DE  CONVENIO,N° RES. APRUEBA CONVENIO,ID LICITACIÓN,EMPRESA ADJUDICADA,RUT,FECHA ACTA ENTREGA TERRENO,AUMENTO DE PLAZO,PROF. PRESUP RESPONSABLE,PROF. INVERSIONES RESPONSABLE,EJEC. 2019,EJEC. 2020,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,PROGRAMADO 2021,ARRASTRE 2022,PORCENTAJE AVANCE,PROGRAMADO ENE - JUN,PROGRAMADO JUL - DIC,ETAPA DEL CICLO,AREA DEL PROYECTO,DIAS PARA ULTIMO RATE (ANALISTA),DIAS PARA ULTIMO RATE (INGRESO GORE),DIAS DESDE FI - OT - ADMISIBLE,CONDICIÓN INICIATIVA,DIAS DESDE CORE A CONVENIO,EJECUCIÓN 2021,,,% EJEC. PROG. 02 - 2021
40016887-2020,,2020,2020,40016887,0,ADQUISICIÓN EQUIPOS CLINICOS SERVICIO URGENCIA HOSPITAL EL CARMEN,PROYECTO,DIGUILLIN,EL CARMEN,EJECUCIÓN,TRANSFERENCIA,,33,2,3,#REF!,S.SALUD ÑUBLE,EL CARMEN,SALUD,SALUD PUBLICA,"$9,019",$0,"$9,019","M$9,019",M$0,,20-03-2020,#REF!,20-03-2020,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,RS,,03-04-2020,,,,,,,,,#REF!,298,27-04-2020,114,07-05-2020,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40017608-2019,,2019,2019,40017608,0,TRANSFERENCIA DESARROLLO EN ARROZ: NUEVA PROPUESTA PRODUCCIÓN SUSTENTABLE PARA ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,,,#REF!,AGRICULTURA,REGIONAL,FOMENTO PRODUCTIVO,AGRICULTURA,"$408,717",$0,"$408,717",M$0,"M$408,717",REVISAR,16-10-2019,#REF!,16-10-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40017639-2019,,2019,2019,40017639,0,"HABILITACION EDIFICIO EX CINE O’HIGGINS PARA CENTRO CECREA Y OF. MINCAP, ÑUBLE.",PROYECTO,DIGUILLIN,CHILLÁN,DISEÑO,MIDESO,,31,2,,#REF!,CULTURA,CHILLAN,"EDUCACION, CULTURA Y PATRIMONIO",PATRIMONIO,"$877,125","$650,000","$227,125",M$0,"M$227,125",REV MDS,09-09-2019,#REF!,11-09-2019,JAVIER BRITO / MIDESO,,#REF!,,,,,,,,,,389,,,,,,FI,,25-11-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40017639-2020,,2019,2020,40017639,0,"HABILITACION EDIFICIO EX CINE O’HIGGINS PARA CENTRO CECREA Y OF. MINCAP, ÑUBLE.",PROYECTO,DIGUILLIN,CHILLÁN,DISEÑO,MIDESO,,31,2,,#REF!,CULTURA,CHILLAN,"EDUCACION, CULTURA Y PATRIMONIO",PATRIMONIO,"$899,927","$666,898","$233,029","M$75,189","M$157,840",,09-09-2019,#REF!,11-09-2019,JAVIER BRITO / MIDESO,,#REF!,,,,,,,,,,389,,,,,,FI,,25-11-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40017853-2019,,2019,2019,40017853,0,ADQUISICIÓN DE VEHÍCULOS PARA PREVENCIÓN Y COMBATE DE INCENDIOS FORESTALES,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,,29,0,0,#REF!,CONAF,REGIONAL,VEHICULOS,VEHICULOS PARA FUNCIONES OPERATIVAS,"$424,235",$0,"$424,235",M$0,"M$424,235",NO RECOMEN,04-12-2019,#REF!,11-12-2019,ELIAS JARA,,#REF!,,,,,,,,,,,,,,,,FI,,16-12-2019,,,,,,,,,#REF!,0,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40017853-2020,,2020,2020,40017853,0,ADQUISICIÓN DE VEHÍCULOS PARA PREVENCIÓN Y COMBATE DE INCENDIOS FORESTALES,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,,29,0,0,#REF!,CONAF,REGIONAL,VEHICULOS,VEHICULOS PARA FUNCIONES OPERATIVAS,"$435,264",$0,"$435,264",M$0,"M$435,264",,20-03-2020,#REF!,25-03-2020,Oscar Diaz Diaz,,#REF!,,,,,,,,,,,,,,,,FI,,17-04-2020,,,,,,,,,#REF!,0,,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40017853-2022,,2022,2022,40017853,0,"ADQUISICION DE VEHÍCULOS PARA PREVENCIÓN Y COMBATE DE INCENDIOS FORESTALES, REGIÓN DE ÑUBLE",PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,RECURSOS NATURALES Y MEDIO AMBIENTE,29,3,,#REF!,CONAF,REGIONAL,RECURSOS NATURALES Y MEDIOAMBIENTE,AGRICULTURA,"M$618,562",M$0,"M$618,562","M$618,562",M$0,APROBADO TÉCNICAMENTE,29-07-2022,#REF!,09-08-2022,Juan Pablo Lopez,,#REF!,,,,,,,,,,,,,,,,RS,,31.08.2022,,,,202,31.08.2022,,,171/2022,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018003-2019,,2019,2019,40018003,0,CONSTRUCCION DESARROLLO INFRAESTRUCTURA DE TELECOMUNICACIONES EN LA REGIÓN DE ÑUBLE,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,MIDESO,,31,2,,#REF!,TRANSPORTE SUBTEL,REGIONAL,COMUNICACIONES,CONECTIVIDAD DIGITAL,"$663,505",$0,"$663,505","M$663,505",M$0,REV MDS,07-10-2019,#REF!,21-10-2019,ELIAS JARA,,#REF!,,,,,,,,,,692,,,,,,FI,,25-11-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018095-2020,,2020,2020,40018095,0,REPOSICION AMBULANCIAS APS SERVICIO DE SALUD ÑUBLE,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,,29,0,0,#REF!,S.SALUD ÑUBLE,REGIONAL,VEHICULOS,AMBULANCIA,"$1,857,972",$0,"$1,857,972","M$1,857,972",M$0,,05-02-2020,#REF!,17-03-2020,Oscar Diaz Diaz,,#REF!,,,,,,,,,,,,,,,,ADMISIBLE,,20-03-2020,,,,,,,,,#REF!,0,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018095-2021,,2021,2021,40018095,0,REPOSICIÓN AMBULANCIAS APS SERVICIO DE SALUD ÑUBLE,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,Vehículos,29,3,,#REF!,S.SALUD ÑUBLE,REGIONAL,VEHICULOS,VEHICULOS PARA FUNCIONES OPERATIVAS,"$2,386,476",$0,"$2,386,476","M$2,386,476",M$0,,15-07-2021,#REF!,15-07-2021,Oscar Diaz Diaz,,#REF!,,,,,,,,,,,,,,,,RS,,01-10-2021,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018095-2022,,2022,2022,40018095,0,REPOSICION AMBULANCIAS APS SERVICIO DE SALUD NUBLE,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,SALUD,29,3,,#REF!,S.SALUD ÑUBLE,REGIONAL,SALUD,SALUD BAJA COMPLEJIDAD,"M$2,894,034",M$0,"M$2,894,034","M$2,894,034",M$0,CONVENIO APROBADO,03-05-2022,#REF!,06-05-2022,Juan Pablo Lopez,,#REF!,,,,,,,,,,,,,,,,RS,,06-05-2022,,,,155,06-05-2022,,,0874,#REF!,546,10.05.2022,451,29.07.2022,"-$188,689",REGIONAL,REGIONAL,40018095,03,,REPOSICION AMBULANCIAS APS SERVICIO DE SALUD NUBLE,"$2,894,034",$0,451,,7. EN EJECUCIÓN,,"CJG 03.02.25 SE ENVIA MODIFICACION DE CONVENIO MANDATO A UT // CJG 04.11.24 SE APRUEBA EN RES 972 LA MODIFICACION DE CONVENIO // CJG 01.10.24 SSÑ INDICA QUE ESTAN EN SEGUNDO LLAMADO // CJG 30.5.24 ADJUDICA 27 DE AGOSTO // CJG 4.4.24 Resolución exenta que aprueba modificación de convenio del proyecto en revision de juridica gore // CJG  8 .2. 24 SE ENVIAN BASES A UT CON OBSERVACIONES // CJG 12.1.24 SE ENVIA PROYECTO REEVLAUDO A CORE // CJG EN LICITACIÓN ADJJUDICA FINES DE JUNIO 23 // CJG 15.3.23 REINGRESAN EL LUNES 13 A CONTRALORIA POR OBSERVACIONES YA CORREGIDAS, DEBERIAN ESTAR OK EL LUNES 20.3.23 // CJG 9.2.23 EN FIRMA PARA ENVIAR A CONTRALORIA TERCERA SEMANA DE FEBRERO // CJG 22.9.22 EN REUNIÓN SE INDICA QUE PODRIAN PUBLICAR EN OCTUBRE // CJG 1.9.22 REUNION PRELICITACION SE LLEVA A CABO HOY",,,,1180937-3-LR23 / 1180937-1-LR24,,,,,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018342-2021,,2019,2021,40018342,0,TRANSFERENCIA DESARROLLO DE LA FRUTICULTURA EN ÑUBLE PARTE II,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,3,,#REF!,INDAP,REGIONAL,FOMENTO PRODUCTIVO,FOMENTO PRODUCTIVO,"$1,000,000","$200,000","$800,000",M$0,"M$800,000",APRO CORE,04-10-2019,#REF!,08-10-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,186,15-04-2020,118,07-05-2020,,REGIONAL,REGIONAL,40018342,03,421,TRANSFERENCIA DESARROLLO DE LA FRUTICULTURA EN LA REGIÓN DE ÑUBLE parte II,"$1,000,000","$200,000",118,,7. EN EJECUCIÓN,"67,7%",14/08/2020-ALDF//RES. 118 EN DIPRES DESDE 29.07. 17/08/2020-PSP// SIN OBSERVACIONES // LPO 16/09/2020 SIN OBSERVACIONES // PSP 01.10.2020 SIN OBSERVACIONES //CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // PSP 03.03.2021 RESOLUCIÓN QUE CREA ASIGNACIÓN SE ENCUENTRA EN TRÁMITE DE TOMA DE RAZÓN // PSP 15/06/2021 A LA ESPERA DE SOLICITUD DE PRIMERA REMESA,44267,13,44273,,,,,,,Luis Padilla Orellana,,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018342-2021,,2019,2021,40018342,0,TRANSFERENCIA DESARROLLO DE LA FRUTICULTURA EN ÑUBLE PARTE II,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,3,,#REF!,INDAP,REGIONAL,FOMENTO PRODUCTIVO,FOMENTO PRODUCTIVO,"$1,000,000","$200,000","$800,000","M$400,000","M$400,000",APRO CORE,04-10-2019,#REF!,02-03-2020,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,RS,,09-04-2020,,,,,,,,,#REF!,186,15-04-2020,118,07-05-2020,,REGIONAL,REGIONAL,40018342,03,421,TRANSFERENCIA DESARROLLO DE LA FRUTICULTURA EN LA REGIÓN DE ÑUBLE parte II,"$1,000,000","$200,000",118,,7. EN EJECUCIÓN,"67,7%",14/08/2020-ALDF//RES. 118 EN DIPRES DESDE 29.07. 17/08/2020-PSP// SIN OBSERVACIONES // LPO 16/09/2020 SIN OBSERVACIONES // PSP 01.10.2020 SIN OBSERVACIONES //CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // PSP 03.03.2021 RESOLUCIÓN QUE CREA ASIGNACIÓN SE ENCUENTRA EN TRÁMITE DE TOMA DE RAZÓN // PSP 15/06/2021 A LA ESPERA DE SOLICITUD DE PRIMERA REMESA,44267,13,44273,,,,,,,Luis Padilla Orellana,,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018349-2019,,2019,2019,40018349,0,CONSTRUCCION SANEAMIENTO SANITARIO VILLA LOS ARTESANOS COMUNA DE NINHUE,PROYECTO,ITATA,NINHUE,EJECUCIÓN,MIDESO,,31,2,,#REF!,MUNICIP. NINHUE,NINHUE,SANEAMIENTO,SANEAMIENTO,"$380,812",$0,"$380,812","M$380,812",M$0,REV MDS,07-10-2019,#REF!,08-10-2019,JAVIER BRITO / MIDESO,,#REF!,,,,,,,,,,411,,,,,,FI,,06-11-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018349-2020,,2019,2020,40018349,0,CONSTRUCCION SANEAMIENTO SANITARIO VILLA LOS ARTESANOS COMUNA DE NINHUE,PROYECTO,ITATA,NINHUE,EJECUCIÓN,MIDESO,,31,2,,#REF!,MUNICIP. NINHUE,NINHUE,SANEAMIENTO,SANEAMIENTO,"$390,712",$0,"$390,712","M$390,712",M$0,,07-10-2019,#REF!,08-10-2019,JAVIER BRITO / MIDESO,,#REF!,,,,,,,,,,411,,,,,,FI,,06-11-2020,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
0,,2021,2021,40018349,0,"AMPLIACIÓN RED AGUA POTABLE, AGUAS SERVIDAS Y PEAS VILLA LOS ARTESANOS COMUNA DE NINHUE",PROYECTO,ITATA,NINHUE,EJECUCIÓN,MIDESO,Saneamiento Sanitario,31,2,0,#REF!,MUNICIP. NINHUE,NINHUE,SANEAMIENTO,AGUA POTABLE,"$676,082",$0,"$676,082",M$0,M$0,,21-12-2020,#REF!,07-01-2021,MATHIAS PEZO,,#REF!,,,,,,,,,,40,,,,,,FI,,09-02-2021,,,,,,,,,#REF!,0,,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018349-2022,,2022,2022,40018349,0,"AMPLIACION RED AGUA POTABLE, AGUAS SERVIDAS Y PEAS, VILLA LOS ARTESANOS COMUNA DE NINHUE",PROYECTO,ITATA,NINHUE,EJECUCIÓN,MIDESO,RECURSOS HÍDRICOS,31,2,,#REF!,MUNICIP. NINHUE,NINHUE,RECURSOS HIDRICOS,EVACUACIÓN Y DISPOSICIÓN AGUAS SERVIDAS,"M$878,778",M$0,"M$878,778","M$329,261","M$549,517",APROBADO TÉCNICAMENTE,23-05-2022,#REF!,24-05-2022,Marcelo Bilbao,,#REF!,,,,,,,,,,746,,,,,,RS,,05.09.2022,,,,,,,,272,#REF!,1186,20.09.2022,,,,ITATA,NINHUE,40018349,02,002,"AITO AMPLIACIÓN RED AGUA POTABLE, AGUAS SERVIDAS Y PEAS, VILLA LOS ARTESANOS, COMUNA DE NINHUE",,$0,,,7. EN EJECUCIÓN,,,,,,,,,,,,,Pablo Troncoso,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,0.00%,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018365-2020,,2019,2020,40018365,0,TRANSFERENCIA APOYO PRODUCTORES DE UVA DEL VALLE DEL ITATA,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,3,,#REF!,INDAP,REGIONAL,FOMENTO PRODUCTIVO,FOMENTO PRODUCTIVO,"$664,000","$265,600","$398,400",M$0,"M$398,400",APRO CORE,04-10-2019,#REF!,08-10-2019,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,RS,,12-11-2019,,,,,,,,,#REF!,439,15-11-2019,264,30-12-2019,,REGIONAL,REGIONAL,40018365,03,409,TRANSFERENCIA APOYO PRODUCTORES DE UVA DEL VALLE DEL ITATA,"$664,000","$265,600",264,,9. TERMINADO,1,EJECUTADO,43934,40,43937,,,,,,,Luis Padilla Orellana,Carolina Serey Provoste,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018366-2019,,2019,2019,40018366,0,"EQUIPAMIENTO SISTEMA DE TELECOMUNICACIONES DE EMERGENCIA, REGIÓN DE ÑUBLE",PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,,29,,,#REF!,ONEMI,REGIONAL,SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,"$264,112",$0,"$264,112","M$264,112",M$0,NO RECOMEN,04-10-2019,#REF!,08-10-2019,ELIAS JARA,,#REF!,,,,,,,,,,,,,,,,FI,,04-11-2019,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018459-2020,,2020,2020,40018459,0,"CONSTRUCCIÓN SISTEMA DE AGUA POTABLE COLECTIVO LA INVERNADA, COMUNA DE PINTO",PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,MIDESO,,31,2,0,#REF!,MUNICIP. PINTO,PINTO,APR,AGUA POTABLE,"$1,749,481",$0,"$1,749,481","M$874,740","M$874,741",,22-01-2020,#REF!,27-02-2020,PABLO TRONCOSO,,#REF!,,,,,,,,,,148,,,,,,OT,,20-03-2020,,,,,,,,,#REF!,0,,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018463-2020,,2020,2020,40018463,0,"ADQUISICION DE 2 CAMIONES TOLVA PARA MANTENCION VIAL DE LA COMUNA DE COIHUECO, ASOCIACION P",PROYECTO,PUNILLA,COIHUECO,EJECUCIÓN,C-33,,29,0,0,#REF!,ASOCIACIÓN PUNILLA,ASOC PUNILLA,TRANSPORTE,ASISTENCIA Y SERVICIO SOCIAL,"$241,545",$0,"$241,545","M$241,545",M$0,REVISAR,07-02-2020,#REF!,07-02-2020,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018463-2022,,2022,2022,40018463,0,"ADQUISICION DE 2 CAMIONES TOLVA PARA MANTENCION VIAL DE LA COMUNA DE COIHUECO, ASOCIACION P",PROYECTO,PUNILLA,COIHUECO,EJECUCIÓN,C-33,VEHÍCULOS Y MAQUINARIAS,29,3,,#REF!,ASOCIACIÓN PUNILLA,COIHUECO,MULTISECTORIAL,MULTISECTORIAL ASISTENCIA Y SERVICIOS SOCIALES,"M$228,694",M$0,"M$228,694","M$228,694",M$0,INGRESADO A PREINVERSIÓN,15-03-2022,#REF!,,Sin Analista,,#REF!,,,,,,,,,,,,,,,,SIN RATE,,,,,,,,,,005/2022,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018466-2020,,2020,2020,40018466,0,"ADQUISICION CAMION DOBLE CABINA COMUNA DE ÑIQUEN, ASOC. PUNILLA",PROYECTO,PUNILLA,ÑIQUÉN,EJECUCIÓN,C-33,,29,0,0,#REF!,ASOCIACIÓN PUNILLA,ASOC PUNILLA,TRANSPORTE,ASISTENCIA Y SERVICIO SOCIAL,"$36,688",$0,"$36,688","M$36,688",M$0,REVISAR,07-02-2020,#REF!,07-02-2020,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018466-2022,,2022,2022,40018466,0,"ADQUISICION CAMION DOBLE CABINA COMUNA DE ÑIQUEN, ASOCIACION PUNILLA",PROYECTO,PUNILLA,ÑIQUÉN,EJECUCIÓN,C-33,VEHÍCULOS Y MAQUINARIAS,29,3,,#REF!,ASOCIACIÓN PUNILLA,ÑIQUÉN,MULTISECTORIAL,MULTISECTORIAL ASISTENCIA Y SERVICIOS SOCIALES,"M$40,436",M$0,"M$40,436","M$40,436",M$0,INGRESADO A PREINVERSIÓN,15-03-2022,#REF!,,Sin Analista,,#REF!,,,,,,,,,,,,,,,,SIN RATE,,,,,,,,,,005/2022,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018468-2020,,2020,2020,40018468,0,"ADQUISICION ADQUISICIO CAMION DOBLE CABINA COMUNA DE SAN CARLOS, ASOC. PUNILLA.",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,C-33,,29,0,0,#REF!,ASOCIACIÓN PUNILLA,ASOC PUNILLA,TRANSPORTE,ASISTENCIA Y SERVICIO SOCIAL,"$36,688",$0,"$36,688","M$36,688",M$0,REVISAR,07-02-2020,#REF!,07-02-2020,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
