 ,CODIGO ÚNICO,AÑO PRESUPUESTARIO,UNIDAD TÉCNICA ,ORIGEN,TIPOLOGIA,PROVINCIA,COMUNA,CODIGO BIP,SUBT,ITEM,ASIG,NOMBRE INICIATIVA,MONTO TOTAL PROYECTO,MONTO SECTORIAL M$,MONTO FNDR POSTULADO M$,MONTO FNDR ADJUDICADO M$,AUMENTOS $,CERT CORE O RS,FECHA CERTIFICADO,RES. CREA ASIGNACIÓN,ESTADO,AVANCE,OBSERVACIÓN,FECHA FIRMA DE CONVENIO,N° RES. APRUEBA CONVENIO,FECHA RES- APRUEBA CONVENIO,ID LICITACIÓN,EMPRESA ADJUDICADA ,RUT,ACTA ENTREGA TERRENO,PLAZO,AUMENTO DE PLAZO (PARALIZACIÓN),PROF. PRESUP RESPONSABLE,PROF. RESPONSABLE,DIVISIÓN VINCULADA,DIVISIÓN Y SUBTÍTULO,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,suma ene a dic,dife,EJEC. 2019,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,EJEC. 2020,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,EJEC. 2021,ENERO PROYECTADO ,ENERO REAL,FEB PROYECTADO ,FEB REAL,MAR PROYECTADO,MAR REAL,ABR PROYECTADO,ABR REAL,MAY PROYECTADO,MAY REAL,JUN PROYECTADO,JUN REAL,JUL PROYECTADO,JUL REAL,AGO PROYECTADO,AGO REAL,SEP PROYECTADO,SEP REAL,OCT PROYECTADO,OCT REAL,NOV PROYECTADO,NOV REAL,DIC PROYECTADO,DIC REAL,GASTO  EJECUTADO 2022,ENERO PROYECTADO 23,ENERO REAL 23,FEB PROYECTADO 23,FEB REAL 23,MAR PROYECTADO 23,MAR REAL 23,ABR PROYECTADO 23,ABR REAL 23,MAY PROYECTADO 23,MAY REAL 23,JUN PROYECTADO 23,JUN REAL 23,JUL PROYECTADO 23,JUL REAL 23,AGO PROYECTADO 23,AGO REAL 23,SEP PROYECTADO 23,SEP REAL 23,OCT PROYECTADO 23,OCT REAL 23,NOV PROYECTADO 23,NOV REAL 23,DIC PROYECTADO 23,DIC REAL 23,GASTO A EJECUTAR 2023,GASTO  EJECUTADO 2023,ARRASTRE 2024,ENERO PROYECTADO 24,ENERO REAL 24,FEB PROYECTADO 24,FEB REAL 24,MAR PROYECTADO 24,MAR REAL 24,ABR PROYECTADO 24,ABR REAL 24,MAY PROYECTADO 24,MAY REAL 24,JUN PROYECTADO 24,JUN REAL 24,JUL PROYECTADO 24,JUL REAL 24,AGO PROYECTADO 24,AGO REAL 24,SEP PROYECTADO 24,SEP REAL 24,OCT PROYECTADO 24,OCT REAL 24,NOV PROYECTADO 24,NOV REAL 24,DIC PROYECTADO 24,DIC REAL 24,GASTO A EJECUTAR 2024,GASTO  EJECUTADO 2024,ARRASTRE 2025,ENERO PROYECTADO 25,ENERO REAL 25,FEB PROYECTADO 25,FEB REAL 25,MAR PROYECTADO 25,MAR REAL 25,ABR PROYECTADO 25,ABR REAL 25,MAY PROYECTADO 25,MAY REAL 25,JUN PROYECTADO 25,JUN REAL 25,JUL PROYECTADO 25,JUL REAL 25,AGO PROYECTADO 25,AGO REAL 25,SEP PROYECTADO 25,SEP REAL 25,OCT PROYECTADO 25,OCT REAL 25,NOV PROYECTADO 25,NOV REAL 25,DIC PROYECTADO 25,DIC REAL 25,GASTO A EJECUTAR 2025,GASTO  EJECUTADO 2025,ARRASTRE 2026, , , ,ppto,2021+2022+2023,2024,saldo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,40034146-2022,2022,SERVICIO DE SALUD,SECTORIAL / OTRO,SALUD,PUNILLA,COIHUECO,40034146,29,05,,ADQUISICIÓN EQUIPO RAYOS OSTEOPULMONAR DIGITAL CESFAM MICHELLE CHANDÍA COMUNA COIHUECO,"$189,519",$0,"$189,519","$180,032",,694,31.8.22,694/31.8.22,9. TERMINADO,100%,"CJG 25.7.23 ADJUDICADA EN MAYO, DEBERIA LLEGAR EN SEPTIEMBRE // CJG 9.5.23 LLEGARON 6 OFERTAS // CJG 22.3.23 CIERRA RECECPION DE OFERTAS 3.4.23 // CJG 1.12.22 REVISION POR BASES EN EL GORE // CJG 3.10.22 CONVENIO TOMA RAZON POR PARTE DE CONTRALORIA // ",05-09-2022,78,20-09-2022,1180937-2-LQ23,Datamedica S.A.,76.046.685-9,,120,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$180,032",,,,,,,,,,,,,"$180,032","$180,032",,,,,,,,,,,"$180,032","$180,032",$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40010086-2022,2022,TRANSPORTES,SECTORIAL / OTRO,TRANSPORTE,REGIONAL,REGIONAL,40010086,33,01,010,"TRANSFERENCIA RENOVACIÓN BUSES, MINIBUSES, TROLEBUSES, TAXIBUSES Y TAXIS COLECTIVOS","$1,761,058",$0,"$1,761,058","$1,761,058",,479,28.7.22,Creado por ley,7. EN EJECUCIÓN,,,,,,,,,,,,Luis Padilla Orellana,,DIT,SUBT. 33 - PROGRAMAS DIT,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$57,900","$57,900",,,"$126,410","$126,410","$184,310","$2,029,720","$2,029,720","$15,540","$15,540","$212,080","$212,080",,,,,,,,,,,,,,,,,,,"$2,257,340","$2,257,340","-$680,592",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"-$680,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40034164-2022,2022,TREHUACO,MUNICIPIO,ENERGIA,ITATA,TREHUACO,40034164,33,03,125,REPOSICIÓN ALUMBRADO PÚBLICO SECTORES MINAS LEUQUE CAÑA DULCE Y PURALIHUE C. TREHUACO,"$57,820",$0,"$57,820","$57,819",,RES.EXE. 112,9.3.22,RES.EXE. 112,9. TERMINADO,100%,CJG ULTIMA VISITA 24.1.23 PROCESO DE RECECPION PROVISORIA // CJG ULTIMA VISITA 6.12.22 //  CJG ULTIMA VISITA 14.11.22,09-03-2022,137,14-03-2022,4963-5-LE22,INGENIERIA ELECTRICA Y ARQUITECTURA SPA - INGEAQ,76.099.667-K,7-11-22,60,,Luis Padilla Orellana,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,"$46,255","$46,255",,,,,,,"$11,564","$11,564",,,,,,,,,,,,,,,"$57,819","$57,819",$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40042771-2022,2022,TREHUACO,MUNICIPIO,ENERGIA,ITATA,TREHUACO,40042771,33,03,125,"CONSTRUCCION LUMINARIAS FOTOVOLTAICAS VARIOS SECTORES ZONA URBANA, COMUNA DE TREHUACO","$90,534",$0,"$90,534","$90,534",,RES.EXE. 743,12.9.22,743/12.9.22,9. TERMINADO,100%,CJG 19.6.23 ADJUDICA 21.7.23,,,,4963-15-LP23,,,,,,Luis Padilla Orellana,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$90,534",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$90,534",,,,,,,"$90,534","$90,534",,,,,,,,,,,,,,,,,"$90,534","$90,534",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40037329-2022,2022,TREHUACO,MUNICIPIO,RECURSO HIDRICO,ITATA,TREHUACO,40037329,33,03,125,"REPOSICIÓN DE ESTANQUE SEMIENTERRADO Y OBRAS COMPLEMENTARIAS APR HERNAN BRAÑAS, TREHUACO","$122,000",$0,"$122,000","$122,000","$11,590",RES.EXE. 743,12.9.22,743/12.9.22,9. TERMINADO,100%,CJG 6.4.23 UT EN PREPARACION DE BASES // CJG 19.10.22 PPTO ENVIA A INV,24-09-2022,860,13-10-2022,4963-1-LP23,REILNALDO ARANEDA GARRIDO,14.536.975-4,5.9.23,120,,Luis Padilla Orellana,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,"$30,500","$30,500","$30,500","$30,500","$103,090",,,,,"$34,981","$34,981",,,,,"$26,013","$26,013",,,,,,,,,,,,,"$60,994","$60,994","$42,096",,,"$42,096","$42,096",,,,,,,,,,,,,,,,,,,,,"$42,096","$42,096",$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40035912-2022,2022,U DE CHILE,SECTORIAL / OTRO,TURISMO Y COMERCIO,REGIONAL,REGIONAL,40035912,33,03,429,TRANSFERENCIA SELLO DE ORIGEN PARA MAÍZ AMARILLO Y UVA CORINTA,"$300,000",$0,"$300,000","$300,000",,,,,7. EN EJECUCIÓN,,,,,,,,,2/1/22,365,,Maryorie Quintero Vejar,,DIFOI,SUBT. 33 - FIC (DIFOI),,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,"$100,000","$100,000",,,,,,,,,,,,,"$100,000","$100,000","$200,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$200,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40038815-2022,2022,UBB,SECTORIAL / OTRO,TURISMO Y COMERCIO,REGIONAL,REGIONAL,40038815,33,03,428,TRANSFERENCIA REVALORIZACION DE LOS PROCESOS VITIVINICOLAS DE LA ZONA DE REZAGO,"$250,000",$0,"$250,000","$250,000",,73,16.8.22,73/16.8.22,4. CONVENIO FIRMADO,,CJG 19.10.22 INFORMADO POR PPTO,07-10-2022,883,19-10-2022,,,,,,,Pamela Solis Perez,,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,"$83,718","$83,718",,,,,,,,,,,,,"$13,718","$13,718","$1,282","$1,282","$16,282","$16,282","$90,480","$90,480","$205,480","$205,480","$44,520",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$44,520",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$44,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40043591-2022,2022,UCSC,SECTORIAL / OTRO,TURISMO Y COMERCIO,REGIONAL,REGIONAL,40043591,33,01,246,PROGRAMA PARA EL FORTALECIMIENTO PARA LA MACROINDUSTRIA DE LA REGION DE ÑUBLE,"$257,750",$0,"$257,750","$257,750",,,,,9. TERMINADO,100%,,,,,,,,,,,,Carolina Serey Provoste,DIFOI,SUBT. 33 - FIC (DIFOI),,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$257,750","$257,750","$257,750",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40044077-2022,2022,UDEC,SECTORIAL / OTRO,RECURSOS NATURALES Y MEDIO AMBIENTAL,REGIONAL,REGIONAL,40044077,33,01,242,TRANSFERENCIA PROGRAMA DE DIFUSION Y TRANSFERENCIA TECNOLOGICA AGROINDUSTRIAL,"$109,667",$0,"$109,667","$109,667",,,,,9. TERMINADO,100%,,,,,,,,,,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$109,667","$109,667",,,,,,,"$109,667",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40038878-2022,2022,UDEC,SECTORIAL / OTRO,TURISMO Y COMERCIO,REGIONAL,REGIONAL,40038878,33,01,243,TRANSFERENCIA TECNOLOGICA PARA LA PRODUCCCION DE VINO Y VINIFICACIONES ESPECIALES DE VARIEDADES DISPONIBLES EN EL VALLE DEL ITATA,"$350,000",$0,"$350,000","$350,000",,73,16.8.22,73/16.8.22,9. TERMINADO,100%,CJG 19.10.22 INFORMADO POR PPTO,29-09-2022,89,03-10-2022,,,,,,,pamela Solis Perez,Carolina Serey Provoste,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$350,000","$350,000",,,,,"$350,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40044150-2022,2022,UDEC,SECTORIAL / OTRO,DESARROLLO URBANO,REGIONAL,REGIONAL,40044150,33,01,247,TRANSFERENCIA AJUSTE Y SEGUIMIENTO A LA ESTRATEGIA REGIONAL DE DESARROLLO ERD ÑUBLE,"$100,000",$0,"$100,000","$100,000",,,,,9. TERMINADO,100%,,,,,,,,,,,,Carolina Serey Provoste,DIFOI,SUBT. 33 - FIC (DIFOI),,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000","$100,000","$100,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40044413-2022,2022,UDEC,SECTORIAL / OTRO,RECURSOS NATURALES Y MEDIO AMBIENTAL,REGIONAL,REGIONAL,40044413,33,01,249,ESCALAMIENTO A NIVEL PILOTO PARA LA EXTRACCION DE BIOACTIVOS MEDIANTE ULTRASONIDO,"$370,000",$0,"$370,000","$370,000",,,,,9. TERMINADO,100%,,,,,,,,,,,,Carolina Serey Provoste,DIFOI,SUBT. 33 - FIC (DIFOI),,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$370,000","$370,000","$370,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. CREACION PPT.,,,,,,
,40044450-2022,2022,UDEC,SECTORIAL / OTRO,TURISMO Y COMERCIO,REGIONAL,REGIONAL,40044450,33,01,250,TRANSFERENCIA DISTRITO INNOVACION ÑUBLE: HERRAMIENTA DESARROLLO REGIONAL,"$283,936",$0,"$283,936","$283,936",,,,,9. TERMINADO,100%,,,,,,,,,,,,Carolina Serey Provoste,DIFOI,SUBT. 33 - FIC (DIFOI),,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$283,936","$283,936","$283,936",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30386411-2022,2022,YUNGAY,MUNICIPIO,EDUCACION,DIGUILLIN,YUNGAY,30386411,31,02,004/002,REPOSICIÓN LICEO A-17 COMUNA DE YUNGAY,"$16,317,874","$9,666,708","$6,651,166","$6,651,166",,496,08-09-2022,44/7.5.20,3. CREACION PPT.,,"CJG 5.11.24 JURIDICA GORE DA VB A MODIF DE CONVENIO // CJG 5.11.24 SE ENVIA MODIF DE CONVENIO A JURIDICA PARA SU REVISION, MODIFICACION YA ESTA VALIDADA POR SUBDERE // CJG 21.10.24 TOMO RAZON POR CONTRALORIA Y SE ENVIO A UT // cjg 22.9.23 representado por contraloria // CJG 12.4.23 TOTALMENTE TRAMITADO // CJG 17.3.23  SE ENVIO A CONTRALORIA 15.3.23 // CJG 28.2.23 EN GENERACION DE CONVENIO ESTA SEMANA SE ENVIA A FIRMA // CJG 14.9.22 LLEGO CERTIFICADO CORE ",10-03-2023,21,13-03-2023,,,,,,,Pamela Solis Perez,Carlos Jungjohann,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$6,651,166",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$6,651,166",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$6,651,166",,,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2201CIR007-2022,2022,VIRGINIO GOMEZ,,CULTURA Y PATRIMONIO,,,2201CIR007,24,01,100,CONGRESO PARA EL FUTURO,"$50,000",$0,"$50,000","$50,000",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,,,DIDESO,SUBT. 24 - DIDESO,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$82,517","$82,517","$82,517",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"-$32,517",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"-$32,517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40034296-2022,2022,YUNGAY,MUNICIPIO,SEGURIDAD,DIGUILLIN,YUNGAY,40034296,33,03,125,"CONSTRUCCIÓN CIERRE PERIMETRAL Y HABILITACIÓN TERRENO BOMBEROS, YUNGAY","$73,735",$0,"$73,735","$73,735","$7,770",RES.E 509,22.7.22,509/22.7.22,7. EN EJECUCIÓN,,CJG 20.2.23 DEBERIA ADJUDICAR 31.3.23 // ,,,,3588-16-LP23,CONSTRUCTORA PABLO ALBERTO MOLINA GARCÍA Y CÍA LTDA,76.566.707-0,,,,Pamela Solis Perez,Carolina Serey Provoste,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$81,505",,,,,,,,,,,"$20,643","$20,643",,,"$41,801","$41,801",,,,,,,,,"$62,444","$62,444","$19,061",,,,,"$23,314","$23,314",,,,,,,,,,,,,,,,,,,"$23,314","$23,314","-$4,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40022650-2022,2022,YUNGAY,MUNICIPIO,DEPORTE,DIGUILLIN,YUNGAY,40022650,33,03,125,"CONSTRUCCIÓN CANCHA DE BABY FÚTBOL DE PASTO SINTÉTICO, TRILALEO, YUNGAY","$80,000",$0,"$80,000","$79,598",,,,,9. TERMINADO,100%,CJG 16.8.23 ULTIMA VISITA 7.8.23 //  CJG 3.8.23 ULTIMA VISITA 26.7.23 // CJG 15.6.23 ULTIMA VISITA 30.5.23 // CJG 20.2.23 DEBERIA ADJUDICAR 7.3.23 // ,,,,,PATRICIO AMIGO QUEZADA,,9-5-2023,105,,Pamela Solis Perez,Carolina Serey Provoste,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,"$19,325","$19,325","$42,548","$42,548",,,,,,,"$15,478","$15,478",,,"$77,351","$77,351","$2,247",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$2,247",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$2,247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. EN LICITACIÓN,,,,,,
,40025765-2022,2022,YUNGAY,MUNICIPIO,TURISMO Y COMERCIO,DIGUILLIN,YUNGAY,40025765,31,01,002,DIAGNOSTICO ELABORACIÓN PLAN DE DESARROLLO TURÍSTICO YUNGAY,"$36,519",$0,"$36,519","$36,519",,467,30.6.22,67/16.8.22,7. EN EJECUCIÓN,,CJG 27.9.22 EL 23.9.22 SE AUTORIZO POR JURIDICA LA SUSCRIPCION DE CONVENIO //,26-09-2022,94,05-10-2022,3588-15-LE23,,,,,,Luis Padilla Orellana,Susana Molina,DIPLADE,SUBT. 31 - DIPLADE,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,"$8,887","$8,887","$17,775","$17,774","$26,662","$26,661","$9,857",,,,,,,,,,,"$8,888","$8,888",,,,,,,,,,,,,"$8,888","$8,888",$970,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$970,,,,"50,000.00","83,828.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40034293-2022,2022,YUNGAY,MUNICIPIO,DESARROLLO URBANO,DIGUILLIN,YUNGAY,40034293,33,03,125,"MEJORAMIENTO DE AREAS VERDES EN POBLACIÓN EL ROBLE, COMUNA DE YUNGAY","$30,000",$0,"$30,000","$29,999",3000,RES.E 509,22.722,509/22.7.22,9. TERMINADO,100%,CJG 16.8.23 ULTIMA VISITA 7.8.23 //  CJG 19.5.23 ULTIMA VISITA 17.5.23 // CJG 9.5.23 ULTIMA VISITA 2.5.23 // CJG 4.4.23 HOY ETREGA TERRENO // CJG 20.2.23 DEBERIA ADJUDICAR 24.3.23 // ,09-09-2022,822,06-10-2022,3588-14-LE23,GABRIEL BRIONES EIRL,76.068.824-k,4.4.23,88,,Pamela Solis Perez,Carolina Serey Provoste,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,"$7,500","$7,500","$16,486","$16,486",,,,,,,"$9,013","$9,013",,,,,"$32,999","$32,999",$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40012249-2022,2022,YUNGAY,MUNICIPIO,EDUCACION,DIGUILLIN,YUNGAY,40012249,33,03,125,"CONSTRUCCIÓN LABORATORIO LICEO CAMPANARIO, COMUNA DE YUNGAY","$77,796",$0,"$77,796","$79,598",$205,RES.E 509,22.7.22,509/22.7.22,9. TERMINADO,99%,CJG 20.12.23 Proyecto se encuentra proceso de recepción provisoria y envió del ultimo estado de pago // CJG 16.8.23 ULTIMA VISITA 7.8.23 //  CJG 20.2.23 DEBERIA ADJUDICAR 5.4.23 //,,,,3588-20-LP23,Patricio Amigo Quezada.,6.589.172-7,9-5-2023,185,,Pamela Solis Perez,Carolina Serey Provoste,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,"$19,900","$19,900",,,,,,,,,"$60,029","$60,029","$79,929","$79,929",-$126,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,-$126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
